»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-01-24,'603515,≈∑∆’’’√˜,46.33,46.34,45.26,45.8,45.88,0.45,0.9808,1.2212,1196264,54953347.0,26847266888.3,4538582981.08
2018-01-23,'603515,≈∑∆’’’√˜,45.88,47.6,45.69,46.36,46.36,-0.48,-1.0354,1.5957,1563145,72393839.0,26586501291.5,4494500046.88
2018-01-22,'603515,≈∑∆’’’√˜,46.36,47.01,46.06,46.9,46.88,-0.52,-1.1092,1.6218,1588719,73947231.0,26864651261.4,4541521843.36
2018-01-19,'603515,≈∑∆’’’√˜,46.88,48.2,46.1,46.59,46.73,0.15,0.321,2.1382,2094603,98606097.0,27165980395.5,4592462122.88
2018-01-18,'603515,≈∑∆’’’√˜,46.73,46.8,43.85,44.25,43.99,2.74,6.2287,2.5084,2457292,112303357.0,27079058529.9,4577767811.48
2018-01-17,'603515,≈∑∆’’’√˜,43.99,44.68,43.0,44.68,43.93,0.06,0.1366,1.1304,1107393,48664383.0,25491285785.0,4309351723.24
2018-01-16,'603515,≈∑∆’’’√˜,43.93,44.46,42.38,42.38,42.81,1.12,2.6162,1.9187,1879566,82422115.0,25456517038.7,4303473998.68
2018-01-15,'603515,≈∑∆’’’√˜,42.81,44.0,42.48,43.6,43.68,-0.87,-1.9918,2.0016,1960849,84346986.0,24807500442.2,4193756473.56
2018-01-12,'603515,≈∑∆’’’√˜,43.68,43.8,42.54,42.97,42.98,0.7,1.6287,0.969,949262,41106874.0,25311647262.7,4278983479.68
2018-01-11,'603515,≈∑∆’’’√˜,42.98,43.44,42.12,43.44,43.15,-0.17,-0.394,1.5289,1497766,64059566.0,24906011889.9,4210410026.48
2018-01-10,'603515,≈∑∆’’’√˜,43.15,44.37,42.91,44.2,44.26,-1.11,-2.5079,1.419,1390100,60374864.0,25004523337.6,4227063579.4
2018-01-09,'603515,≈∑∆’’’√˜,44.26,44.4,43.53,44.35,44.09,0.17,0.3856,1.1886,1164381,51204185.0,25647745143.0,4335801483.76
2018-01-08,'603515,≈∑∆’’’√˜,44.09,44.55,43.81,43.81,44.13,-0.04,-0.0906,1.4305,1401301,62064812.0,25549233695.4,4319147930.84
2018-01-05,'603515,≈∑∆’’’√˜,44.13,44.59,43.78,44.3,44.29,-0.16,-0.3613,1.0556,1034132,45538805.0,25572412859.5,4323066413.88
2018-01-04,'603515,≈∑∆’’’√˜,44.29,44.86,43.85,43.85,44.04,0.25,0.5677,1.1763,1152291,51090372.0,25665129516.2,4338740346.04
2018-01-03,'603515,≈∑∆’’’√˜,44.04,44.7,43.6,44.7,44.11,-0.07,-0.1587,1.3642,1336394,58732292.0,25520259740.2,4314249827.04
2018-01-02,'603515,≈∑∆’’’√˜,44.11,44.3,42.9,43.6,42.84,1.27,2.9645,1.8906,1852067,81409512.0,25560823277.4,4321107172.36
2017-12-29,'603515,≈∑∆’’’√˜,42.84,42.86,41.18,41.18,41.17,1.67,4.0564,2.8233,2765780,117190659.0,24824884815.4,4196695335.84
2017-12-28,'603515,≈∑∆’’’√˜,41.17,42.64,41.09,42.46,42.46,-1.29,-3.0382,2.3608,2312701,96798065.0,23857154711.7,4033098668.92
2017-12-27,'603515,≈∑∆’’’√˜,42.46,42.84,41.89,42.43,42.68,-0.22,-0.5155,1.6494,1615798,68163112.0,24604682755.8,4159469746.96
2017-12-26,'603515,≈∑∆’’’√˜,42.68,43.0,42.21,42.98,42.68,0.0,0.0,1.4235,1394444,59287326.0,24732168158.7,4181021403.68
2017-12-25,'603515,≈∑∆’’’√˜,42.68,43.52,42.25,43.36,43.0,-0.32,-0.7442,1.9068,1867902,79917863.0,24732168158.7,4181021403.68
2017-12-22,'603515,≈∑∆’’’√˜,43.0,44.4,42.87,43.84,44.21,-1.21,-2.7369,2.5518,2499799,108484898.0,24917601472.0,4212369268.0
2017-12-21,'603515,≈∑∆’’’√˜,44.21,44.38,42.9,43.35,43.67,0.54,1.2365,1.8662,1828180,79836354.0,25618771187.8,4330903379.96
2017-12-20,'603515,≈∑∆’’’√˜,43.67,44.89,43.31,44.7,44.79,-1.12,-2.5006,1.7392,1703740,75171528.0,25305852471.7,4278003858.92
2017-12-19,'603515,≈∑∆’’’√˜,44.79,45.63,44.55,45.63,45.63,-0.84,-1.8409,2.2556,2209627,99417322.0,25954869068.2,4387721384.04
2017-12-18,'603515,≈∑∆’’’√˜,45.63,45.85,43.03,43.2,43.24,2.39,5.5273,2.6203,2566934,115460678.0,26441631515.5,4470009527.88
2017-12-15,'603515,≈∑∆’’’√˜,43.24,45.28,42.8,44.77,44.97,-1.73,-3.847,1.3059,1279289,55899333.0,25056676457.0,4235880166.24
2017-12-14,'603515,≈∑∆’’’√˜,44.97,45.75,44.6,45.0,45.04,-0.07,-0.1554,0.8593,841815,38084146.0,26059175306.9,4405354557.72
2017-12-13,'603515,≈∑∆’’’√˜,45.04,45.35,44.2,44.69,44.63,0.41,0.9187,0.9002,881815,39589468.0,26099738844.2,4412211903.04
2017-12-12,'603515,≈∑∆’’’√˜,44.63,45.15,44.2,44.83,44.84,-0.21,-0.4683,0.6707,657073,29377287.0,25862152411.5,4372047451.88
2017-12-11,'603515,≈∑∆’’’√˜,44.84,45.18,44.01,44.79,44.83,0.01,0.0223,1.6039,1571173,70243203.0,25983843023.4,4392619487.84
2017-12-08,'603515,≈∑∆’’’√˜,44.83,44.95,43.5,44.0,44.21,0.62,1.4024,1.2688,1242952,55018156.0,25978048232.3,4391639867.08
2017-12-07,'603515,≈∑∆’’’√˜,44.21,44.68,42.66,42.84,42.77,1.44,3.3668,1.5123,1481492,65096247.0,25618771187.8,4330903379.96
2017-12-06,'603515,≈∑∆’’’√˜,42.77,43.38,41.65,41.65,41.63,1.14,2.7384,1.652,1618294,69155363.0,24784321278.1,4189837990.52
2017-12-05,'603515,≈∑∆’’’√˜,41.63,42.99,41.44,42.73,42.74,-1.11,-2.5971,1.1694,1145552,48328993.0,24123715099.5,4078161223.88
2017-12-04,'603515,≈∑∆’’’√˜,42.74,43.72,42.7,43.72,43.73,-0.99,-2.2639,0.8413,824201,35503933.0,24766936905.0,4186899128.24
2017-12-01,'603515,≈∑∆’’’√˜,43.73,44.3,43.3,43.52,43.98,-0.25,-0.5684,0.8635,845902,37015687.0,25340621217.9,4283881583.48
2017-11-30,'603515,≈∑∆’’’√˜,43.98,44.59,42.66,42.7,43.01,0.97,2.2553,2.1887,2144121,94153204.0,25485490993.9,4308372102.48
