»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-01-24,'603319,œÊ”Õ±√,33.11,33.11,33.11,33.11,30.1,3.01,10.0,3.5767,2027280,67123241.0,2679261200.0,1876684203.24
2018-01-23,'603319,œÊ”Õ±√,30.1,30.4,29.06,29.4,29.42,0.68,2.3114,1.7031,965300,28913004.0,2435692000.0,1706076548.4
2018-01-22,'603319,œÊ”Õ±√,29.42,29.59,28.86,29.22,29.98,-0.56,-1.8679,1.5758,893187,26086744.0,2380666400.0,1667533955.28
2018-01-19,'603319,œÊ”Õ±√,29.98,30.47,29.76,30.01,30.17,-0.19,-0.6298,1.4799,838800,25267165.0,2425981600.0,1699274914.32
2018-01-18,'603319,œÊ”Õ±√,30.17,31.48,29.27,29.49,29.46,0.71,2.41,2.66,1507687,45568473.0,2441356400.0,1710044168.28
2018-01-17,'603319,œÊ”Õ±√,29.46,29.5,28.61,28.8,28.89,0.57,1.973,1.4419,817300,23820625.0,2383903200.0,1669801166.64
2018-01-16,'603319,œÊ”Õ±√,28.89,28.95,28.24,28.24,28.53,0.36,1.2618,0.8608,487905,14020413.0,2337778800.0,1637493404.76
2018-01-15,'603319,œÊ”Õ±√,28.53,29.49,28.37,29.1,29.17,-0.64,-2.194,1.3668,774700,22345398.0,2308647600.0,1617088502.52
2018-01-12,'603319,œÊ”Õ±√,29.17,29.61,29.01,29.61,29.51,-0.34,-1.1522,0.7071,400800,11736259.0,2360436400.0,1653363884.28
2018-01-11,'603319,œÊ”Õ±√,29.51,29.54,28.66,28.78,29.0,0.51,1.7586,1.4342,812900,23807218.0,2387949200.0,1672635180.84
2018-01-10,'603319,œÊ”Õ±√,29.0,29.55,28.77,29.55,29.61,-0.61,-2.0601,1.0573,599300,17419423.0,2346680000.0,1643728236.0
2018-01-09,'603319,œÊ”Õ±√,29.61,29.64,28.93,29.12,29.16,0.45,1.5432,1.3848,784903,23019053.0,2396041200.0,1678303209.24
2018-01-08,'603319,œÊ”Õ±√,29.16,29.53,28.87,29.49,29.55,-0.39,-1.3198,1.4063,797100,23161318.0,2359627200.0,1652797081.44
