»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-01-24,'603896, Ÿœ…π»,50.58,51.97,49.61,50.3,50.29,0.29,0.5767,4.2426,1482800,75381566.0,7071084000.0,1767771000.0
2018-01-23,'603896, Ÿœ…π»,50.29,51.47,49.88,51.08,51.12,-0.83,-1.6236,4.7013,1643092,82930102.0,7030542000.0,1757635500.0
2018-01-22,'603896, Ÿœ…π»,51.12,53.0,50.6,53.0,53.01,-1.89,-3.5654,6.6197,2313592,118967549.0,7146576000.0,1786644000.0
2018-01-19,'603896, Ÿœ…π»,53.01,53.71,48.08,49.0,48.83,4.18,8.5603,11.9177,4165241,216516191.0,7410798000.0,1852699500.0
2018-01-18,'603896, Ÿœ…π»,48.83,51.1,48.68,50.6,50.4,-1.57,-3.1151,4.3291,1513018,75539620.0,6826434000.0,1706608500.0
2018-01-17,'603896, Ÿœ…π»,50.4,51.18,49.21,51.1,51.14,-0.74,-1.447,4.0579,1418248,71018281.0,7045920000.0,1761480000.0
2018-01-16,'603896, Ÿœ…π»,51.14,51.6,50.08,51.0,50.68,0.46,0.9077,4.5817,1601307,81366463.0,7149372000.0,1787343000.0
2018-01-15,'603896, Ÿœ…π»,50.68,54.36,50.6,54.01,54.08,-3.4,-6.287,8.2435,2881099,148735967.0,7085064000.0,1771266000.0
2018-01-12,'603896, Ÿœ…π»,54.08,55.95,54.07,54.6,55.31,-1.23,-2.2238,4.6305,1618351,88430115.0,7560384000.0,1890096000.0
2018-01-11,'603896, Ÿœ…π»,55.31,56.49,53.53,55.1,55.59,-0.28,-0.5037,6.2205,2174066,119406232.0,7732338000.0,1933084500.0
2018-01-10,'603896, Ÿœ…π»,55.59,57.38,55.05,57.18,57.31,-1.72,-3.0012,5.9389,2075633,116358841.0,7771482000.0,1942870500.0
2018-01-09,'603896, Ÿœ…π»,57.31,57.93,54.25,54.89,54.9,2.41,4.3898,8.4536,2954519,167046095.0,8011938000.0,2002984500.0
2018-01-08,'603896, Ÿœ…π»,54.9,56.44,54.0,56.01,56.55,-1.65,-2.9178,6.3939,2234672,122383470.0,7675020000.0,1918755000.0
2018-01-05,'603896, Ÿœ…π»,56.55,58.17,56.5,56.56,56.17,0.38,0.6765,5.8184,2033546,116367560.0,7905690000.0,1976422500.0
2018-01-04,'603896, Ÿœ…π»,56.17,56.84,55.0,56.0,56.09,0.08,0.1426,4.187,1463350,82381728.0,7852566000.0,1963141500.0
2018-01-03,'603896, Ÿœ…π»,56.09,57.76,55.71,57.55,57.87,-1.78,-3.0759,6.5708,2296484,129372229.0,7841382000.0,1960345500.0
2018-01-02,'603896, Ÿœ…π»,57.87,58.67,56.5,57.0,57.1,0.77,1.3485,4.513,1577291,91329224.0,8090226000.0,2022556500.0
2017-12-29,'603896, Ÿœ…π»,57.1,58.96,55.77,57.26,57.08,0.02,0.035,6.0957,2130432,122389694.0,7982580000.0,1995645000.0
2017-12-28,'603896, Ÿœ…π»,57.08,58.43,55.5,57.1,57.11,-0.03,-0.0525,7.2613,2537819,144238573.0,7979784000.0,1994946000.0
2017-12-27,'603896, Ÿœ…π»,57.11,59.76,57.0,59.18,59.55,-2.44,-4.0974,7.4597,2607174,151861269.0,7983978000.0,1995994500.0
2017-12-26,'603896, Ÿœ…π»,59.55,60.68,57.68,59.0,59.61,-0.06,-0.1007,10.4025,3635677,214815697.0,8325090000.0,2081272500.0
2017-12-25,'603896, Ÿœ…π»,59.61,60.3,55.32,55.32,55.36,4.25,7.677,12.0421,4208701,244010821.0,8333478000.0,2083369500.0
2017-12-22,'603896, Ÿœ…π»,55.36,57.57,54.7,54.85,55.38,-0.02,-0.0361,9.1603,3201532,180056378.0,7739328000.0,1934832000.0
2017-12-21,'603896, Ÿœ…π»,55.38,55.55,52.25,52.85,53.32,2.06,3.8635,8.7879,3071370,166145449.0,7742124000.0,1935531000.0
