»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-21,'300718,≥§ ¢÷·≥–,37.31,37.99,36.33,37.99,38.18,-0.87,-2.2787,8.5104,2127601,79170485.19,3731000000.0,932750000.0
2017-12-20,'300718,≥§ ¢÷·≥–,38.18,38.98,38.18,38.35,38.52,-0.34,-0.8827,6.4735,1618380,62463519.44,3818000000.0,954500000.0
2017-12-19,'300718,≥§ ¢÷·≥–,38.52,38.76,38.25,38.33,38.37,0.15,0.3909,5.722,1430499,55093084.23,3852000000.0,963000000.0
2017-12-18,'300718,≥§ ¢÷·≥–,38.37,38.55,37.72,38.2,37.96,0.41,1.0801,4.9665,1241634,47401373.14,3837000000.0,959250000.0
2017-12-15,'300718,≥§ ¢÷·≥–,37.96,38.84,37.77,38.2,38.42,-0.46,-1.1973,7.5551,1888775,72160024.15,3796000000.0,949000000.0
2017-12-14,'300718,≥§ ¢÷·≥–,38.42,38.9,37.7,38.42,38.4,0.02,0.0521,7.8598,1964940,75371518.97,3842000000.0,960500000.0
2017-12-13,'300718,≥§ ¢÷·≥–,38.4,38.58,37.25,37.25,37.58,0.82,2.182,7.2663,1816580,69355215.01,3840000000.0,960000000.0
2017-12-12,'300718,≥§ ¢÷·≥–,37.58,39.12,37.52,39.01,39.43,-1.85,-4.6919,10.5239,2630975,100972283.72,3758000000.0,939500000.0
2017-12-11,'300718,≥§ ¢÷·≥–,39.43,39.48,38.01,38.01,37.82,1.61,4.257,12.8868,3221702,124802832.86,3943000000.0,985750000.0
2017-12-08,'300718,≥§ ¢÷·≥–,37.82,38.41,36.59,36.91,36.87,0.95,2.5766,11.7012,2925310,111008229.59,3782000000.0,945500000.0
2017-12-07,'300718,≥§ ¢÷·≥–,36.87,37.94,36.58,36.69,37.1,-0.23,-0.6199,10.4058,2601451,96831650.44,3687000000.0,921750000.0
2017-12-06,'300718,≥§ ¢÷·≥–,37.1,37.3,35.9,35.9,35.87,1.23,3.429,10.0591,2514772,91950403.72,3710000000.0,927500000.0
2017-12-05,'300718,≥§ ¢÷·≥–,35.87,36.78,35.4,36.36,36.11,-0.24,-0.6646,10.1852,2546289,91929212.04,3587000000.0,896750000.0
2017-12-04,'300718,≥§ ¢÷·≥–,36.11,39.01,36.02,39.0,39.96,-3.85,-9.6346,16.2749,4068734,152201091.71,3611000000.0,902750000.0
2017-12-01,'300718,≥§ ¢÷·≥–,39.96,40.95,39.5,40.01,40.13,-0.17,-0.4236,12.2029,3050717,122776715.18,3996000000.0,999000000.0
2017-11-30,'300718,≥§ ¢÷·≥–,40.13,41.18,39.61,39.61,39.86,0.27,0.6774,15.4497,3862419,155717617.0,4013000000.0,1003250000.0
2017-11-29,'300718,≥§ ¢÷·≥–,39.86,41.85,38.58,41.85,42.49,-2.63,-6.1897,21.6978,5424448,217199548.77,3986000000.0,996500000.0
2017-11-28,'300718,≥§ ¢÷·≥–,42.49,43.22,42.0,42.3,42.06,0.43,1.0223,12.4465,3111627,132423817.0,4249000000.0,1062250000.0
2017-11-27,'300718,≥§ ¢÷·≥–,42.06,43.73,41.68,42.11,42.2,-0.14,-0.3318,12.5849,3146215,134313361.37,4206000000.0,1051500000.0
2017-11-24,'300718,≥§ ¢÷·≥–,42.2,45.0,42.01,44.0,44.9,-2.7,-6.0134,18.0035,4500863,196412368.17,4220000000.0,1055000000.0
2017-11-23,'300718,≥§ ¢÷·≥–,44.9,47.79,44.9,47.25,48.26,-3.36,-6.9623,20.4836,5120912,238466060.4,4490000000.0,1122500000.0
2017-11-22,'300718,≥§ ¢÷·≥–,48.26,48.55,44.78,46.39,46.78,1.48,3.1637,25.3356,6333907,297229637.58,4826000000.0,1206500000.0
2017-11-21,'300718,≥§ ¢÷·≥–,46.78,47.78,43.77,47.11,47.29,-0.51,-1.0785,29.1483,7287083,336952153.09,4678000000.0,1169500000.0
2017-11-20,'300718,≥§ ¢÷·≥–,47.29,49.0,45.32,49.0,50.36,-3.07,-6.0961,31.1002,7775058,365526304.63,4729000000.0,1182250000.0
2017-11-17,'300718,≥§ ¢÷·≥–,50.36,53.66,48.63,49.55,51.17,-0.81,-1.583,39.4953,9873827,507658624.89,5036000000.0,1259000000.0
2017-11-16,'300718,≥§ ¢÷·≥–,51.17,56.98,51.15,53.1,52.07,-0.9,-1.7284,55.843,13960744,752171317.23,5117000000.0,1279250000.0
2017-11-15,'300718,≥§ ¢÷·≥–,52.07,52.07,50.03,52.07,47.34,4.73,9.9916,20.4973,5124314,264344321.05,5207000000.0,1301750000.0
2017-11-14,'300718,≥§ ¢÷·≥–,47.34,47.34,47.34,47.34,43.04,4.3,9.9907,0.1565,39126,1852224.84,4734000000.0,1183500000.0
2017-11-13,'300718,≥§ ¢÷·≥–,43.04,43.04,43.04,43.04,39.13,3.91,9.9923,0.0733,18326,788751.04,4304000000.0,1076000000.0
2017-11-10,'300718,≥§ ¢÷·≥–,39.13,39.13,39.13,39.13,35.57,3.56,10.0084,0.0543,13584,531541.92,3913000000.0,978250000.0
2017-11-09,'300718,≥§ ¢÷·≥–,35.57,35.57,35.57,35.57,32.34,3.23,9.9876,0.024,6000,213420.0,3557000000.0,889250000.0
2017-11-08,'300718,≥§ ¢÷·≥–,32.34,32.34,32.34,32.34,29.4,2.94,10.0,0.0063,1584,51226.56,3234000000.0,808500000.0
2017-11-07,'300718,≥§ ¢÷·≥–,29.4,29.4,29.4,29.4,26.73,2.67,9.9888,0.0052,1305,38367.0,2940000000.0,735000000.0
2017-11-06,'300718,N≥§ ¢,26.73,26.73,22.27,22.27,18.56,8.17,44.0194,0.0303,7584,199550.32,2673000000.0,668250000.0
