ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-01-24,'603737,Èý¿ÃÊ÷,70.98,71.69,70.07,70.23,70.28,0.7,0.996,0.7765,253445,17901426.0,7252821576.0,2316813107.7
2018-01-23,'603737,Èý¿ÃÊ÷,70.28,71.99,70.02,71.6,71.72,-1.44,-2.0078,0.6461,210900,14928599.0,7181294736.0,2293964852.2
2018-01-22,'603737,Èý¿ÃÊ÷,71.72,72.2,69.29,69.29,69.81,1.91,2.736,0.6964,227300,16185035.0,7328435664.0,2340966977.8
2018-01-19,'603737,Èý¿ÃÊ÷,69.81,71.69,69.6,71.69,71.27,-1.46,-2.0485,0.9439,308100,21805824.0,7133269572.0,2278623880.65
2018-01-18,'603737,Èý¿ÃÊ÷,71.27,72.35,70.9,72.0,72.43,-1.16,-1.6015,1.1765,384000,27380676.0,7282454124.0,2326278813.55
2018-01-17,'603737,Èý¿ÃÊ÷,72.43,75.02,72.0,74.88,75.03,-2.6,-3.4653,1.1785,384656,28040390.0,7400984316.0,2364141636.95
2018-01-16,'603737,Èý¿ÃÊ÷,75.03,75.68,71.71,72.02,71.95,3.08,4.2808,1.6427,536193,39900214.0,7666655436.0,2449006585.95
2018-01-15,'603737,Èý¿ÃÊ÷,71.95,73.85,71.41,72.0,72.35,-0.4,-0.5529,0.6428,209800,15230754.0,7351937340.0,2348474261.75
2018-01-12,'603737,Èý¿ÃÊ÷,72.35,72.53,71.12,71.12,71.11,1.24,1.7438,0.848,276800,19908189.0,7392809820.0,2361530407.75
2018-01-11,'603737,Èý¿ÃÊ÷,71.11,72.88,70.9,72.88,72.42,-1.31,-1.8089,0.7132,232800,16723000.0,7266105132.0,2321056355.15
2018-01-10,'603737,Èý¿ÃÊ÷,72.42,73.07,72.3,73.06,73.07,-0.65,-0.8896,0.7215,235500,17084228.0,7399962504.0,2363815233.3
2018-01-09,'603737,Èý¿ÃÊ÷,73.07,73.76,72.8,73.73,73.96,-0.89,-1.2034,0.8315,271400,19841266.0,7466380284.0,2385031470.55
2018-01-08,'603737,Èý¿ÃÊ÷,73.96,74.0,72.52,73.32,73.28,0.68,0.9279,1.0939,357043,26146304.0,7557321552.0,2414081395.4
2018-01-05,'603737,Èý¿ÃÊ÷,73.28,74.56,72.6,74.04,74.04,-0.76,-1.0265,0.9542,311443,22819886.0,7487838336.0,2391885947.2
2018-01-04,'603737,Èý¿ÃÊ÷,74.04,74.8,73.66,74.05,74.43,-0.39,-0.524,0.4497,146800,10888657.0,7565496048.0,2416692624.6
2018-01-03,'603737,Èý¿ÃÊ÷,74.43,74.93,73.5,74.59,74.62,-0.19,-0.2546,0.6964,227321,16913527.0,7605346716.0,2429422366.95
2018-01-02,'603737,Èý¿ÃÊ÷,74.62,75.0,71.23,71.48,70.89,3.73,5.2617,1.4779,482400,35714723.0,7624761144.0,2435624036.3
2017-12-29,'603737,Èý¿ÃÊ÷,70.89,71.88,68.7,69.0,69.01,1.88,2.7242,0.9767,318808,22491831.0,7243625268.0,2313875474.85
2017-12-28,'603737,Èý¿ÃÊ÷,69.01,69.61,68.13,68.3,68.17,0.84,1.2322,0.5018,163800,11310550.0,7051524612.0,2252511588.65
