хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2017-12-28,'603908,да╦ъ╣я,36.86,37.34,34.71,35.05,35.02,1.84,5.2541,6.1798,1031401,37380533.0,2458193400.0,615193400.0
2017-12-27,'603908,да╦ъ╣я,35.02,35.08,34.2,34.71,34.75,0.27,0.777,2.0054,334701,11654269.0,2335483800.0,584483800.0
2017-12-26,'603908,да╦ъ╣я,34.75,35.2,33.24,33.72,33.87,0.88,2.5982,2.2295,372099,12863558.0,2317477500.0,579977500.0
2017-12-25,'603908,да╦ъ╣я,33.87,34.56,33.67,34.54,34.83,-0.96,-2.7562,1.4811,247199,8395150.0,2258790300.0,565290300.0
2017-12-22,'603908,да╦ъ╣я,34.83,35.12,34.66,34.9,34.9,-0.07,-0.2006,0.9353,156100,5443396.0,2322812700.0,581312700.0
2017-12-21,'603908,да╦ъ╣я,34.9,35.19,34.14,34.9,35.07,-0.17,-0.4847,1.0827,180700,6286100.0,2327481000.0,582481000.0
2017-12-20,'603908,да╦ъ╣я,35.07,35.68,35.04,35.66,35.66,-0.59,-1.6545,1.0611,177100,6246075.0,2338818300.0,585318300.0
2017-12-19,'603908,да╦ъ╣я,35.66,35.67,35.01,35.05,35.26,0.4,1.1344,1.7004,283800,10079088.0,2378165400.0,595165400.0
2017-12-18,'603908,да╦ъ╣я,35.26,35.73,35.04,35.5,35.48,-0.22,-0.6201,1.1276,188200,6639519.0,2351489400.0,588489400.0
2017-12-15,'603908,да╦ъ╣я,35.48,35.55,34.97,35.4,35.49,-0.01,-0.0282,1.0246,171000,6037430.0,2366161200.0,592161200.0
2017-12-14,'603908,да╦ъ╣я,35.49,35.58,35.24,35.43,35.43,0.06,0.1693,0.9263,154600,5468630.0,2366828100.0,592328100.0
2017-12-13,'603908,да╦ъ╣я,35.43,35.63,34.8,34.81,34.85,0.58,1.6643,0.9934,165800,5847041.0,2362826700.0,591326700.0
2017-12-12,'603908,да╦ъ╣я,34.85,35.7,34.21,35.7,35.72,-0.87,-2.4356,1.2732,212500,7462684.0,2324146500.0,581646500.0
2017-12-11,'603908,да╦ъ╣я,35.72,35.74,35.38,35.52,35.53,0.19,0.5348,1.6315,272300,9673900.0,2382166800.0,596166800.0
2017-12-08,'603908,да╦ъ╣я,35.53,35.86,34.68,34.68,34.94,0.59,1.6886,1.411,235500,8363530.0,2369495700.0,592995700.0
2017-12-07,'603908,да╦ъ╣я,34.94,35.25,34.84,35.2,35.18,-0.24,-0.6822,1.1043,184300,6457726.0,2330148600.0,583148600.0
2017-12-06,'603908,да╦ъ╣я,35.18,35.2,34.21,34.69,34.58,0.6,1.7351,1.7915,299000,10405768.0,2346154200.0,587154200.0
2017-12-05,'603908,да╦ъ╣я,34.58,36.42,34.4,36.08,36.08,-1.5,-4.1574,2.4374,406800,14396130.0,2306140200.0,577140200.0
2017-12-04,'603908,да╦ъ╣я,36.08,37.88,35.9,37.8,37.93,-1.85,-4.8774,3.0782,513751,18814033.0,2406175200.0,602175200.0
2017-12-01,'603908,да╦ъ╣я,37.93,38.11,37.35,37.59,37.99,-0.06,-0.1579,1.6633,277600,10486724.0,2529551700.0,633051700.0
2017-11-30,'603908,да╦ъ╣я,37.99,38.52,37.18,37.21,37.21,0.78,2.0962,2.3268,388351,14736903.0,2533553100.0,634053100.0
2017-11-29,'603908,да╦ъ╣я,37.21,37.48,36.48,37.4,37.41,-0.2,-0.5346,2.2179,370163,13715678.0,2481534900.0,621034900.0
2017-11-28,'603908,да╦ъ╣я,37.41,37.5,36.91,37.43,36.9,0.51,1.3821,1.766,294751,10970521.0,2494872900.0,624372900.0
2017-11-27,'603908,да╦ъ╣я,36.9,38.54,36.75,38.31,38.26,-1.36,-3.5546,2.911,485851,18219657.0,2460861000.0,615861000.0
2017-11-24,'603908,да╦ъ╣я,38.26,38.65,38.11,38.15,38.23,0.03,0.0785,1.1114,185500,7132805.0,2551559400.0,638559400.0
2017-11-23,'603908,да╦ъ╣я,38.23,39.26,38.18,39.0,39.11,-0.88,-2.2501,2.8244,471400,18237406.0,2549558700.0,638058700.0
2017-11-22,'603908,да╦ъ╣я,39.11,39.97,38.83,39.35,39.66,-0.55,-1.3868,2.8646,478100,18791532.0,2608245900.0,652745900.0
2017-11-21,'603908,да╦ъ╣я,39.66,40.59,39.11,40.03,40.43,-0.77,-1.9045,3.7286,622299,24714722.0,2644925400.0,661925400.0
2017-11-20,'603908,да╦ъ╣я,40.43,40.6,38.56,39.99,40.09,0.34,0.8481,2.9848,498162,19941573.0,2696276700.0,674776700.0
2017-11-17,'603908,да╦ъ╣я,40.09,43.94,40.0,43.23,44.03,-3.94,-8.9484,7.4584,1244800,52012325.0,2673602100.0,669102100.0
2017-11-16,'603908,да╦ъ╣я,44.03,45.48,43.8,44.99,45.17,-1.14,-2.5238,7.0617,1178600,52708822.0,2936360700.0,734860700.0
2017-11-15,'603908,да╦ъ╣я,45.17,45.28,43.6,43.95,44.11,1.06,2.4031,8.8832,1482600,66402542.0,3012387300.0,753887300.0
2017-11-14,'603908,да╦ъ╣я,44.11,44.89,43.82,44.61,44.52,-0.41,-0.9209,5.8065,969100,42950147.0,2941695900.0,736195900.0
2017-11-13,'603908,да╦ъ╣я,44.52,44.63,43.48,43.96,43.77,0.75,1.7135,5.6992,951193,42030002.0,2969038800.0,743038800.0
2017-11-10,'603908,да╦ъ╣я,43.77,43.99,42.94,42.94,43.07,0.7,1.6253,4.5014,751287,32754343.0,2919021300.0,730521300.0
2017-11-09,'603908,да╦ъ╣я,43.07,43.18,42.61,42.99,42.91,0.16,0.3729,2.6058,434900,18658889.0,2872338300.0,718838300.0
2017-11-08,'603908,да╦ъ╣я,42.91,43.37,42.43,42.86,42.86,0.05,0.1167,3.3349,556593,23949635.0,2861667900.0,716167900.0
2017-11-07,'603908,да╦ъ╣я,42.86,42.88,42.27,42.56,42.76,0.1,0.2339,2.7219,454293,19334233.0,2858333400.0,715333400.0
2017-11-06,'603908,да╦ъ╣я,42.76,43.07,42.25,42.8,42.24,0.52,1.2311,2.6153,436493,18659223.0,2851664400.0,713664400.0
2017-11-03,'603908,да╦ъ╣я,42.24,43.4,41.89,43.4,43.53,-1.29,-2.9635,5.2618,878200,37514191.0,2816985600.0,704985600.0
2017-11-02,'603908,да╦ъ╣я,43.53,45.75,43.23,44.56,44.56,-1.03,-2.3115,6.1774,1031000,45424597.0,2903015700.0,726515700.0
2017-11-01,'603908,да╦ъ╣я,44.56,44.6,43.42,43.5,43.67,0.89,2.038,5.3369,890724,39259957.0,2971706400.0,743706400.0
2017-10-31,'603908,да╦ъ╣я,43.67,43.73,42.69,43.23,43.43,0.24,0.5526,4.2028,701449,30246195.0,2912352300.0,728852300.0
2017-10-30,'603908,да╦ъ╣я,43.43,44.8,42.53,44.67,45.04,-1.61,-3.5746,4.9706,829600,36110692.0,2896346700.0,724846700.0
2017-10-27,'603908,да╦ъ╣я,45.04,45.76,44.78,45.4,45.42,-0.38,-0.8366,4.178,697300,31450115.0,3003717600.0,751717600.0
2017-10-26,'603908,да╦ъ╣я,45.42,45.5,44.7,45.0,45.3,0.12,0.2649,5.4008,901400,40590083.0,3029059800.0,758059800.0
2017-10-25,'603908,да╦ъ╣я,45.3,45.39,43.3,43.99,43.6,1.7,3.8991,8.7569,1461524,65443819.0,3021057000.0,756057000.0
2017-10-24,'603908,да╦ъ╣я,43.6,44.29,43.16,44.06,44.06,-0.46,-1.044,2.7982,467024,20327754.0,2907684000.0,727684000.0
2017-10-23,'603908,да╦ъ╣я,44.06,44.38,43.4,43.62,43.63,0.43,0.9856,3.0138,503000,22147210.0,2938361400.0,735361400.0
2017-10-20,'603908,да╦ъ╣я,43.63,43.77,42.44,42.74,42.73,0.9,2.1062,1.8442,307800,13324581.0,2909684700.0,728184700.0
2017-10-19,'603908,да╦ъ╣я,42.73,43.75,42.66,43.33,43.41,-0.68,-1.5665,2.4955,416500,17926692.0,2849663700.0,713163700.0
2017-10-18,'603908,да╦ъ╣я,43.41,44.48,43.14,44.0,44.19,-0.78,-1.7651,2.9437,491300,21602126.0,2895012900.0,724512900.0
2017-10-17,'603908,да╦ъ╣я,44.19,44.48,42.81,42.81,43.12,1.07,2.4814,4.2864,715400,31457439.0,2947031100.0,737531100.0
2017-10-16,'603908,да╦ъ╣я,43.12,44.96,43.01,44.8,44.76,-1.64,-3.664,4.7879,799100,34926323.0,2875672800.0,719672800.0
2017-10-13,'603908,да╦ъ╣я,44.76,45.1,43.8,44.1,43.97,0.79,1.7967,5.4217,904887,40387849.0,2985044400.0,747044400.0
2017-10-12,'603908,да╦ъ╣я,43.97,44.05,43.56,44.0,43.8,0.17,0.3881,2.4109,402387,17641466.0,2932359300.0,733859300.0
2017-10-11,'603908,да╦ъ╣я,43.8,44.23,43.71,44.05,44.07,-0.27,-0.6127,3.1055,518300,22783627.0,2921022000.0,731022000.0
2017-10-10,'603908,да╦ъ╣я,44.07,44.15,43.19,43.46,43.38,0.69,1.5906,3.1282,522100,22833653.0,2939028300.0,735528300.0
2017-10-09,'603908,да╦ъ╣я,43.38,43.8,43.14,43.8,42.77,0.61,1.4262,1.459,243500,10562066.0,2893012200.0,724012200.0
2017-09-29,'603908,да╦ъ╣я,42.77,42.9,42.43,42.68,42.35,0.42,0.9917,1.7939,299400,12798405.0,2852331300.0,713831300.0
2017-09-28,'603908,да╦ъ╣я,42.35,42.96,42.29,42.46,42.75,-0.4,-0.9357,2.0354,339700,14525905.0,2824321500.0,706821500.0
2017-09-27,'603908,да╦ъ╣я,42.75,42.86,41.82,42.1,42.03,0.72,1.7131,2.7621,461000,19601210.0,2850997500.0,713497500.0
2017-09-26,'603908,да╦ъ╣я,42.03,43.83,41.73,43.5,43.7,-1.67,-3.8215,5.0486,842619,35726628.0,2802980700.0,701480700.0
2017-09-25,'603908,да╦ъ╣я,43.7,44.4,43.53,44.06,43.99,-0.29,-0.6592,3.305,551600,24303720.0,2914353000.0,729353000.0
2017-09-22,'603908,да╦ъ╣я,43.99,44.25,43.05,43.5,43.9,0.09,0.205,3.1648,528200,23111590.0,2933693100.0,734193100.0
2017-09-21,'603908,да╦ъ╣я,43.9,44.68,43.88,44.12,44.12,-0.22,-0.4986,4.2033,701524,31124910.0,2927691000.0,732691000.0
2017-09-20,'603908,да╦ъ╣я,44.12,44.16,43.5,43.54,43.86,0.26,0.5928,3.263,544587,23864438.0,2942362800.0,736362800.0
2017-09-19,'603908,да╦ъ╣я,43.86,44.16,43.48,43.9,43.6,0.26,0.5963,2.7856,464919,20308735.0,2925023400.0,732023400.0
2017-09-18,'603908,да╦ъ╣я,43.6,43.83,43.28,43.3,43.53,0.07,0.1608,2.7549,459800,20048843.0,2907684000.0,727684000.0
2017-09-15,'603908,да╦ъ╣я,43.53,44.19,43.48,43.93,43.93,-0.4,-0.9105,2.7274,455200,19976082.0,2903015700.0,726515700.0
2017-09-14,'603908,да╦ъ╣я,43.93,44.43,43.71,44.43,44.46,-0.53,-1.1921,3.3589,560600,24702501.0,2929691700.0,733191700.0
2017-09-13,'603908,да╦ъ╣я,44.46,44.55,43.54,43.7,43.77,0.69,1.5764,3.9644,661664,29024189.0,2965037400.0,742037400.0
2017-09-12,'603908,да╦ъ╣я,43.77,45.59,43.0,45.14,44.96,-1.19,-2.6468,5.1246,855300,38082392.0,2919021300.0,730521300.0
2017-09-11,'603908,да╦ъ╣я,44.96,45.29,44.35,44.97,44.36,0.6,1.3526,4.0546,676713,30326768.0,2998382400.0,750382400.0
2017-09-08,'603908,да╦ъ╣я,44.36,45.22,44.08,44.9,44.99,-0.63,-1.4003,4.5682,762438,33971580.0,2958368400.0,740368400.0
2017-09-07,'603908,да╦ъ╣я,44.99,46.2,44.88,45.38,45.38,-0.39,-0.8594,3.3116,552700,25196073.0,3000383100.0,750883100.0
2017-09-06,'603908,да╦ъ╣я,45.38,45.51,45.02,45.3,45.31,0.07,0.1545,2.387,398386,18043013.0,3026392200.0,757392200.0
2017-09-05,'603908,да╦ъ╣я,45.31,45.88,45.0,45.16,45.16,0.15,0.3322,2.3074,385100,17515519.0,3021723900.0,756223900.0
2017-09-04,'603908,да╦ъ╣я,45.16,45.67,45.02,45.67,45.86,-0.7,-1.5264,3.4152,570000,25817127.0,3011720400.0,753720400.0
2017-09-01,'603908,да╦ъ╣я,45.86,46.97,45.7,46.69,46.84,-0.98,-2.0922,5.5864,932364,42962265.0,3058403400.0,765403400.0
2017-08-31,'603908,да╦ъ╣я,46.84,47.0,45.41,45.6,46.07,0.77,1.6714,7.7308,1290264,59875206.0,3123759600.0,781759600.0
2017-08-30,'603908,да╦ъ╣я,46.07,46.88,44.7,46.1,46.91,-0.84,-1.7907,12.5726,2098364,95656674.0,3072408300.0,768908300.0
2017-08-29,'603908,да╦ъ╣я,46.91,48.22,43.84,43.93,43.84,3.07,7.0027,19.9973,3337543,156750029.0,3128427900.0,782927900.0
2017-08-28,'603908,да╦ъ╣я,43.84,44.27,42.68,42.68,42.84,1.0,2.3343,5.9746,997163,43638519.0,2923689600.0,731689600.0
2017-08-25,'603908,да╦ъ╣я,42.84,42.98,41.77,42.09,42.17,0.67,1.5888,3.6681,612200,26095681.0,2856999600.0,714999600.0
2017-08-24,'603908,да╦ъ╣я,42.17,42.48,41.92,42.0,42.18,-0.01,-0.0237,3.5112,586012,24711018.0,2812317300.0,703817300.0
2017-08-23,'603908,да╦ъ╣я,42.18,42.35,41.44,41.44,41.78,0.4,0.9574,3.453,576300,24225915.0,2812984200.0,703984200.0
2017-08-22,'603908,да╦ъ╣я,41.78,42.29,41.6,42.03,42.02,-0.24,-0.5712,2.1216,354100,14846530.0,2786308200.0,697308200.0
2017-08-21,'603908,да╦ъ╣я,42.02,42.06,41.12,41.49,41.33,0.69,1.6695,2.8808,480800,20087780.0,2802313800.0,701313800.0
2017-08-18,'603908,да╦ъ╣я,41.33,41.95,41.1,41.88,42.29,-0.96,-2.27,3.0451,508224,21077600.0,2756297700.0,689797700.0
2017-08-17,'603908,да╦ъ╣я,42.29,42.54,40.95,41.23,41.18,1.11,2.6955,4.1827,698100,29140069.0,2820320100.0,705820100.0
2017-08-16,'603908,да╦ъ╣я,41.18,41.55,40.5,40.5,40.65,0.53,1.3038,2.8772,480200,19768570.0,2746294200.0,687294200.0
2017-08-15,'603908,да╦ъ╣я,40.65,40.68,40.25,40.56,40.36,0.29,0.7185,1.9623,327500,13267764.0,2710948500.0,678448500.0
2017-08-14,'603908,да╦ъ╣я,40.36,40.68,39.9,40.03,39.77,0.59,1.4835,1.5638,261000,10538718.0,2691608400.0,673608400.0
2017-08-11,'603908,да╦ъ╣я,39.77,40.18,39.72,40.18,40.21,-0.44,-1.0943,2.2415,374100,14940234.0,2652261300.0,663761300.0
2017-08-10,'603908,да╦ъ╣я,40.21,41.67,40.12,41.2,41.5,-1.29,-3.1084,3.1975,533669,21743416.0,2681604900.0,671104900.0
2017-08-09,'603908,да╦ъ╣я,41.5,41.71,41.01,41.49,41.11,0.39,0.9487,3.0827,514500,21365306.0,2767635000.0,692635000.0
2017-08-08,'603908,да╦ъ╣я,41.11,41.39,40.67,41.02,41.11,0.0,0.0,2.5255,421500,17264812.0,2741625900.0,686125900.0
2017-08-07,'603908,да╦ъ╣я,41.11,41.49,40.83,40.83,40.99,0.12,0.2928,2.1809,364000,14985490.0,2741625900.0,686125900.0
2017-08-04,'603908,да╦ъ╣я,40.99,42.04,40.89,41.88,41.89,-0.9,-2.1485,2.0818,347455,14426648.0,2733623100.0,684123100.0
2017-08-03,'603908,да╦ъ╣я,41.89,42.28,41.0,41.0,41.32,0.57,1.3795,3.0756,513313,21478555.0,2793644100.0,699144100.0
2017-08-02,'603908,да╦ъ╣я,41.32,42.39,41.31,42.2,42.3,-0.98,-2.3168,2.5506,425700,17816816.0,2755630800.0,689630800.0
2017-08-01,'603908,да╦ъ╣я,42.3,42.46,41.5,42.35,42.35,-0.05,-0.1181,2.3847,398000,16781010.0,2820987000.0,705987000.0
2017-07-31,'603908,да╦ъ╣я,42.35,42.57,41.82,42.55,42.21,0.14,0.3317,1.7337,289350,12234634.0,2824321500.0,706821500.0
2017-07-28,'603908,да╦ъ╣я,42.21,43.03,42.1,42.87,42.99,-0.78,-1.8144,2.6234,437853,18593074.0,2814984900.0,704484900.0
2017-07-27,'603908,да╦ъ╣я,42.99,43.28,41.53,41.53,41.77,1.22,2.9208,3.909,652418,27838199.0,2867003100.0,717503100.0
2017-07-26,'603908,да╦ъ╣я,41.77,42.59,41.58,42.24,42.24,-0.47,-1.1127,1.9808,330600,13881160.0,2785641300.0,697141300.0
2017-07-25,'603908,да╦ъ╣я,42.24,42.9,41.9,42.9,42.63,-0.39,-0.9148,2.2067,368300,15587499.0,2816985600.0,704985600.0
2017-07-24,'603908,да╦ъ╣я,42.63,42.9,41.55,42.45,42.26,0.37,0.8755,2.85,475663,20066848.0,2842994700.0,711494700.0
2017-07-21,'603908,да╦ъ╣я,42.26,42.8,42.0,42.0,42.21,0.05,0.1185,1.9035,317700,13447761.0,2818319400.0,705319400.0
2017-07-20,'603908,да╦ъ╣я,42.21,43.88,42.05,42.1,42.53,-0.32,-0.7524,3.4973,583700,25096456.0,2814984900.0,704484900.0
2017-07-19,'603908,да╦ъ╣я,42.53,42.98,41.3,42.98,42.88,-0.35,-0.8162,4.6932,783300,32926990.0,2836325700.0,709825700.0
2017-07-18,'603908,да╦ъ╣я,42.88,43.38,42.0,42.8,42.89,-0.01,-0.0233,3.5075,585400,25038977.0,2859667200.0,715667200.0
2017-07-17,'603908,да╦ъ╣я,42.89,47.15,42.89,47.15,47.65,-4.76,-9.9895,8.3897,1400233,61367164.0,2860334100.0,715834100.0
2017-07-14,'603908,да╦ъ╣я,47.65,48.17,47.26,47.74,47.78,-0.13,-0.2721,2.3739,396200,18889713.0,3177778500.0,795278500.0
2017-07-13,'603908,да╦ъ╣я,47.78,48.38,47.18,48.34,48.45,-0.67,-1.3829,4.0461,675300,32202698.0,3186448200.0,797448200.0
2017-07-12,'603908,да╦ъ╣я,48.45,48.46,46.81,47.97,47.78,0.67,1.4023,4.7663,795500,37802229.0,3231130500.0,808630500.0
2017-07-11,'603908,да╦ъ╣я,47.78,49.57,47.77,49.06,49.23,-1.45,-2.9454,5.8874,982600,47714376.0,3186448200.0,797448200.0
2017-07-10,'603908,да╦ъ╣я,49.23,51.08,49.13,51.0,51.75,-2.52,-4.8696,9.6884,1616999,80746971.0,3283148700.0,821648700.0
2017-07-07,'603908,да╦ъ╣я,51.75,52.3,49.65,49.96,49.97,1.78,3.5621,13.7023,2286920,117045229.0,3451207500.0,863707500.0
2017-07-06,'603908,да╦ъ╣я,49.97,50.48,49.09,49.21,49.08,0.89,1.8134,11.3376,1892243,94137858.0,3332499300.0,833999300.0
2017-07-05,'603908,да╦ъ╣я,49.08,49.3,48.09,48.09,48.58,0.5,1.0292,4.3933,733243,35867904.0,3273145200.0,819145200.0
2017-07-04,'603908,да╦ъ╣я,48.58,49.38,48.46,48.75,48.81,-0.23,-0.4712,4.3649,728500,35613505.0,3239800200.0,810800200.0
2017-07-03,'603908,да╦ъ╣я,48.81,48.95,48.0,48.51,48.39,0.42,0.8679,3.9577,660546,32036957.0,3255138900.0,814638900.0
2017-06-30,'603908,да╦ъ╣я,48.39,48.88,47.03,47.39,47.5,0.89,1.8737,6.041,1008243,48626235.0,3227129100.0,807629100.0
2017-06-29,'603908,да╦ъ╣я,47.5,48.0,46.98,47.2,46.91,0.59,1.2577,3.6993,617410,29286176.0,3167775000.0,792775000.0
2017-06-28,'603908,да╦ъ╣я,46.91,48.4,46.84,48.4,48.56,-1.65,-3.3979,5.1712,863071,40958898.0,3128427900.0,782927900.0
2017-06-27,'603908,да╦ъ╣я,48.56,48.95,47.96,48.38,48.36,0.2,0.4136,5.2732,880100,42627318.0,3238466400.0,810466400.0
2017-06-26,'603908,да╦ъ╣я,48.36,48.66,47.21,47.84,47.78,0.58,1.2139,4.4387,740815,35640784.0,3225128400.0,807128400.0
2017-06-23,'603908,да╦ъ╣я,47.78,48.18,46.23,47.57,47.68,0.1,0.2097,5.6187,937763,44313642.0,3186448200.0,797448200.0
2017-06-22,'603908,да╦ъ╣я,47.68,49.42,47.6,48.9,48.9,-1.22,-2.4949,5.3332,890111,43423364.0,3179779200.0,795779200.0
2017-06-21,'603908,да╦ъ╣я,48.9,49.45,48.45,49.29,49.17,-0.27,-0.5491,4.4731,746553,36528615.0,3261141000.0,816141000.0
2017-06-20,'603908,да╦ъ╣я,49.17,50.8,49.1,49.88,49.45,-0.28,-0.5662,8.1271,1356415,67659901.0,3279147300.0,820647300.0
2017-06-19,'603908,да╦ъ╣я,49.45,49.86,48.8,49.8,49.52,-0.07,-0.1414,5.2715,879815,43346493.0,3297820500.0,825320500.0
2017-06-16,'603908,да╦ъ╣я,49.52,50.29,48.31,49.18,48.88,0.64,1.3093,8.3908,1400420,69176287.0,3302488800.0,826488800.0
2017-06-15,'603908,да╦ъ╣я,48.88,50.07,47.35,47.75,47.76,1.12,2.3451,10.2389,1708867,83875982.0,3259807200.0,815807200.0
2017-06-14,'603908,да╦ъ╣я,47.76,48.16,46.2,47.15,47.38,0.38,0.802,7.595,1267607,60026656.0,3185114400.0,797114400.0
2017-06-13,'603908,да╦ъ╣я,47.38,47.93,45.78,46.08,46.13,1.25,2.7097,6.7001,1118240,52905800.0,3159772200.0,790772200.0
2017-06-12,'603908,да╦ъ╣я,46.13,48.69,46.06,48.31,49.27,-3.14,-6.373,8.7696,1463648,68795912.0,3076409700.0,769909700.0
2017-06-09,'603908,да╦ъ╣я,49.27,50.12,48.77,48.98,49.13,0.14,0.285,6.864,1145600,56603330.0,3285816300.0,822316300.0
2017-06-08,'603908,XDда╦ъ╣я,49.13,49.79,48.8,49.5,49.84,-0.71,-1.4246,8.1945,1367669,67303527.0,3276479700.0,819979700.0
2017-06-07,'603908,да╦ъ╣я,50.24,51.0,48.01,48.2,48.16,2.08,4.3189,15.764,2631012,130994620.0,3350505600.0,838505600.0
2017-06-06,'603908,да╦ъ╣я,48.16,49.3,46.92,48.6,48.89,-0.73,-1.4931,10.0605,1679100,80657519.0,3211790400.0,803790400.0
2017-06-05,'603908,да╦ъ╣я,48.89,50.78,48.58,50.43,49.98,-1.09,-2.1809,13.4913,2251700,111580019.0,3260474100.0,815974100.0
2017-06-02,'603908,да╦ъ╣я,49.98,49.98,44.03,45.01,45.44,4.54,9.9912,19.9404,3328060,162755393.0,3333166200.0,834166200.0
2017-06-01,'603908,да╦ъ╣я,45.44,47.88,45.29,47.51,48.05,-2.61,-5.4318,6.0695,1013000,46832655.0,3030393600.0,758393600.0
2017-05-31,'603908,да╦ъ╣я,48.05,50.1,48.0,50.0,47.84,0.21,0.439,6.9886,1166405,57448511.0,3204454500.0,801954500.0
2017-05-26,'603908,да╦ъ╣я,47.84,48.09,46.5,47.1,46.79,1.05,2.2441,6.0923,1016804,48145719.0,3190449600.0,798449600.0
2017-05-25,'603908,да╦ъ╣я,46.79,47.29,44.44,46.48,46.79,0.0,0.0,6.9743,1164004,53459329.0,3120425100.0,780925100.0
2017-05-24,'603908,да╦ъ╣я,46.79,47.38,45.02,45.5,46.09,0.7,1.5188,5.9742,997086,46287269.0,3120425100.0,780925100.0
2017-05-23,'603908,да╦ъ╣я,46.09,50.35,46.01,49.67,50.93,-4.84,-9.5032,12.647,2110785,101730849.0,3073742100.0,769242100.0
2017-05-22,'603908,да╦ъ╣я,50.93,56.55,50.82,56.48,56.45,-5.52,-9.7786,12.2439,2043499,109730420.0,3396521700.0,850021700.0
2017-05-19,'603908,да╦ъ╣я,56.45,57.99,55.68,56.4,57.06,-0.61,-1.0691,11.4817,1916295,108610520.0,3764650500.0,942150500.0
2017-05-18,'603908,да╦ъ╣я,57.06,59.2,56.66,58.58,58.0,-0.94,-1.6207,26.1399,4362748,253166753.0,3805331400.0,952331400.0
2017-05-17,'603908,да╦ъ╣я,58.0,58.0,52.56,52.66,52.73,5.27,9.9943,25.6934,4288228,245633671.0,3868020000.0,968020000.0
2017-05-16,'603908,да╦ъ╣я,52.73,52.85,50.7,51.3,51.68,1.05,2.0317,4.675,780253,40416197.0,3516563700.0,880063700.0
2017-05-15,'603908,да╦ъ╣я,51.68,52.5,51.5,52.11,51.95,-0.27,-0.5197,3.1762,530100,27504444.0,3446539200.0,862539200.0
