日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-01-24,'603991,至正股份,28.69,28.75,28.16,28.4,28.23,0.46,1.6295,2.5904,484400,13842299.0,2138409092.62,536503000.0
2018-01-23,'603991,至正股份,28.23,28.5,28.03,28.41,28.11,0.12,0.4269,1.7695,330900,9348029.0,2104122993.54,527901000.0
2018-01-22,'603991,至正股份,28.11,28.49,27.3,28.18,28.26,-0.15,-0.5308,2.2417,419192,11696702.0,2095178793.78,525657000.0
2018-01-19,'603991,至正股份,28.26,28.97,28.08,28.84,28.83,-0.57,-1.9771,2.7904,521800,14873692.0,2106359043.48,528462000.0
2018-01-18,'603991,至正股份,28.83,28.86,28.25,28.5,28.31,0.52,1.8368,3.7519,701600,20133285.0,2148843992.34,539121000.0
2018-01-17,'603991,至正股份,28.31,28.4,27.52,27.52,27.68,0.63,2.276,3.1353,586300,16500335.0,2110085793.38,529397000.0
2018-01-16,'603991,至正股份,27.68,27.98,27.0,27.05,27.09,0.59,2.1779,1.7642,329900,9140821.0,2063128744.64,517616000.0
2018-01-15,'603991,至正股份,27.09,28.23,26.7,28.05,28.27,-1.18,-4.174,2.3027,430600,11819911.0,2019153095.82,506583000.0
2018-01-12,'603991,至正股份,28.27,28.69,28.21,28.26,28.49,-0.22,-0.7722,3.109,581392,16482027.0,2107104393.46,528649000.0
2018-01-11,'603991,至正股份,28.49,28.79,27.3,27.4,27.3,1.19,4.359,5.9246,1107900,31308538.0,2123502093.02,532763000.0
2018-01-10,'603991,至正股份,27.3,28.04,27.01,27.96,27.9,-0.6,-2.1505,2.2604,422700,11661342.0,2034805445.4,510510000.0
2018-01-09,'603991,至正股份,27.9,28.02,27.64,27.91,27.9,0.0,0.0,1.7592,328978,9165262.0,2079526444.2,521730000.0
2018-01-08,'603991,至正股份,27.9,28.11,27.5,28.1,28.11,-0.21,-0.7471,2.1861,408800,11343379.0,2079526444.2,521730000.0
2018-01-05,'603991,至正股份,28.11,28.36,27.9,28.17,28.19,-0.08,-0.2838,2.3364,436900,12308704.0,2095178793.78,525657000.0
2018-01-04,'603991,至正股份,28.19,28.29,27.92,28.12,28.12,0.07,0.2489,2.3058,431192,12108384.0,2101141593.62,527153000.0
2018-01-03,'603991,至正股份,28.12,28.23,27.71,28.23,28.12,0.0,0.0,1.9781,369900,10377679.0,2095924143.76,525844000.0
2018-01-02,'603991,至正股份,28.12,28.3,28.0,28.2,28.16,-0.04,-0.142,3.031,566800,15943884.0,2095924143.76,525844000.0
2017-12-29,'603991,至正股份,28.16,28.24,27.79,27.98,27.85,0.31,1.1131,3.161,591100,16585302.0,2098905543.68,526592000.0
2017-12-28,'603991,至正股份,27.85,28.1,27.42,27.45,27.67,0.18,0.6505,3.1518,589392,16429846.0,2075799694.3,520795000.0
2017-12-27,'603991,至正股份,27.67,27.88,27.41,27.62,27.61,0.06,0.2173,2.7721,518392,14348606.0,2062383394.66,517429000.0
2017-12-26,'603991,至正股份,27.61,27.77,26.66,26.91,26.89,0.72,2.6776,3.2968,616500,16904544.0,2057911294.78,516307000.0
2017-12-25,'603991,至正股份,26.89,27.68,26.52,27.68,27.44,-0.55,-2.0044,2.2422,419300,11232221.0,2004246096.22,502843000.0
2017-12-22,'603991,至正股份,27.44,27.78,27.11,27.38,27.47,-0.03,-0.1092,1.0289,192400,5299329.0,2045240345.12,513128000.0
2017-12-21,'603991,至正股份,27.47,27.93,26.73,27.7,27.72,-0.25,-0.9019,1.9182,358700,9811399.0,2047476395.06,513689000.0
2017-12-20,'603991,至正股份,27.72,28.47,27.45,28.36,28.35,-0.63,-2.2222,2.8219,527700,14672312.0,2066110144.56,518364000.0
2017-12-19,'603991,至正股份,28.35,29.05,28.29,28.99,28.9,-0.55,-1.9031,5.9086,1104900,31564294.0,2113067193.3,530145000.0
2017-12-18,'603991,至正股份,28.9,28.95,27.72,27.95,27.86,1.04,3.733,5.0257,939800,26674470.0,2154061442.2,540430000.0
2017-12-15,'603991,至正股份,27.86,28.01,27.3,27.91,28.11,-0.25,-0.8894,2.3834,445700,12367904.0,2076545044.28,520982000.0
2017-12-14,'603991,至正股份,28.11,28.64,27.9,28.16,28.74,-0.63,-2.1921,3.5166,657600,18529644.0,2095178793.78,525657000.0
2017-12-13,'603991,至正股份,28.74,28.79,27.72,27.99,27.92,0.82,2.937,5.8643,1096629,31259069.0,2142135842.52,537438000.0
2017-12-12,'603991,至正股份,27.92,28.19,27.55,28.19,28.3,-0.38,-1.3428,2.4658,461100,12836897.0,2081017144.16,522104000.0
2017-12-11,'603991,至正股份,28.3,28.4,27.62,28.01,27.78,0.52,1.8719,1.9914,372400,10452159.0,2109340443.4,529210000.0
2017-12-08,'603991,至正股份,27.78,27.95,27.05,27.28,27.13,0.65,2.3959,2.8714,536950,14848247.0,2070582244.44,519486000.0
2017-12-07,'603991,至正股份,27.13,27.37,27.03,27.35,27.32,-0.19,-0.6955,2.1596,403850,10986681.0,2022134495.74,507331000.0
2017-12-06,'603991,至正股份,27.32,27.59,26.5,26.78,26.65,0.67,2.5141,2.8757,537750,14486485.0,2036296145.36,510884000.0
2017-12-05,'603991,至正股份,26.65,28.49,26.48,28.17,28.33,-1.68,-5.9301,4.7856,894900,24471216.0,1986357696.7,498355000.0
2017-12-04,'603991,至正股份,28.33,30.35,28.3,30.34,30.35,-2.02,-6.6557,4.6877,876600,25503707.0,2111576493.34,529771000.0
2017-12-01,'603991,至正股份,30.35,30.51,30.04,30.08,30.23,0.12,0.397,1.6396,306600,9302319.0,2262137189.3,567545000.0
2017-11-30,'603991,至正股份,30.23,30.5,30.03,30.39,30.29,-0.06,-0.1981,1.662,310800,9424712.0,2253192989.54,565301000.0
2017-11-29,'603991,至正股份,30.29,31.3,29.82,31.3,31.22,-0.93,-2.9789,3.4144,638500,19407730.0,2257665089.42,566423000.0
2017-11-28,'603991,至正股份,31.22,31.5,30.8,31.18,30.92,0.3,0.9702,1.7572,328600,10210237.0,2326982637.56,583814000.0
2017-11-27,'603991,至正股份,30.92,32.0,30.8,31.84,31.84,-0.92,-2.8894,1.7235,322300,10174270.0,2304622138.16,578204000.0
2017-11-24,'603991,至正股份,31.84,32.36,31.71,32.1,32.18,-0.34,-1.0566,2.2717,424800,13626928.0,2373194336.32,595408000.0
2017-11-23,'603991,至正股份,32.18,33.25,32.1,33.25,33.08,-0.9,-2.7207,3.0385,568200,18558569.0,2398536235.64,601766000.0
2017-11-22,'603991,至正股份,33.08,33.15,32.63,33.15,32.81,0.27,0.8229,2.8144,526300,17300188.0,2465617733.84,618596000.0
2017-11-21,'603991,至正股份,32.81,33.42,32.61,33.42,33.45,-0.64,-1.9133,2.916,545300,17972611.0,2445493284.38,613547000.0
2017-11-20,'603991,至正股份,33.45,33.5,32.51,32.51,33.41,0.04,0.1197,3.446,644400,21272970.0,2493195683.1,625515000.0
2017-11-17,'603991,至正股份,33.41,34.43,32.86,34.23,34.28,-0.87,-2.5379,7.5567,1413100,47271809.0,2490214283.18,624767000.0
2017-11-16,'603991,至正股份,34.28,35.47,34.2,35.46,35.52,-1.24,-3.491,4.8932,915029,31948436.0,2555059731.44,641036000.0
2017-11-15,'603991,至正股份,35.52,36.2,35.21,35.8,36.01,-0.49,-1.3607,5.7162,1068929,38091318.0,2647483128.96,664224000.0
2017-11-14,'603991,至正股份,36.01,36.2,35.26,35.43,35.43,0.58,1.637,9.4797,1772700,63252807.0,2684005277.98,673387000.0
2017-11-13,'603991,至正股份,35.43,35.76,35.16,35.3,35.22,0.21,0.5963,5.2283,977700,34698488.0,2640774979.14,662541000.0
2017-11-10,'603991,至正股份,35.22,35.48,35.05,35.3,35.41,-0.19,-0.5366,5.1219,957800,33777886.0,2625122629.56,658614000.0
2017-11-09,'603991,至正股份,35.41,35.56,34.87,34.95,35.03,0.38,1.0848,5.701,1066083,37544954.0,2639284279.18,662167000.0
2017-11-08,'603991,至正股份,35.03,35.46,34.75,34.91,34.91,0.12,0.3437,5.2155,975300,34288274.0,2610960979.94,655061000.0
2017-11-07,'603991,至正股份,34.91,35.5,34.53,34.82,34.82,0.09,0.2585,4.8535,907600,31761615.0,2602016780.18,652817000.0
2017-11-06,'603991,至正股份,34.82,34.9,34.49,34.84,34.4,0.42,1.2209,2.6128,488600,16946271.0,2595308630.36,651134000.0
2017-11-03,'603991,至正股份,34.4,34.95,34.24,34.71,34.63,-0.23,-0.6642,2.8422,531500,18347470.0,2564003931.2,643280000.0
2017-11-02,'603991,至正股份,34.63,35.13,34.2,35.13,35.02,-0.39,-1.1136,2.9176,545600,18900613.0,2581146980.74,647581000.0
2017-11-01,'603991,至正股份,35.02,35.16,34.33,34.49,34.52,0.5,1.4484,3.0091,562706,19637443.0,2610215629.96,654874000.0
2017-10-31,'603991,至正股份,34.52,34.58,33.88,33.97,33.98,0.54,1.5892,3.0274,566123,19436908.0,2572948130.96,645524000.0
2017-10-30,'603991,至正股份,33.98,35.98,33.88,35.51,35.83,-1.85,-5.1633,6.5545,1225700,42393027.0,2532699232.04,635426000.0
2017-10-27,'603991,至正股份,35.83,36.7,35.26,35.26,35.39,0.44,1.2433,8.3589,1563106,56514105.0,2670588978.34,670021000.0
2017-10-26,'603991,至正股份,35.39,35.59,34.8,35.18,35.1,0.29,0.8262,4.5486,850583,30064042.0,2637793579.22,661793000.0
2017-10-25,'603991,至正股份,35.1,35.45,34.29,34.3,34.3,0.8,2.3324,6.3059,1179212,41408505.0,2616178429.8,656370000.0
2017-10-24,'603991,至正股份,34.3,34.39,33.66,34.3,34.29,0.01,0.0292,3.3587,628083,21444939.0,2556550431.4,641410000.0
2017-10-23,'603991,至正股份,34.29,34.49,34.0,34.06,34.07,0.22,0.6457,2.9984,560700,19220212.0,2555805081.42,641223000.0
2017-10-20,'603991,至正股份,34.07,34.29,33.55,33.69,33.56,0.51,1.5197,2.839,530900,18078545.0,2539407381.86,637109000.0
2017-10-19,'603991,至正股份,33.56,34.43,33.5,34.31,34.4,-0.84,-2.4419,4.6107,862206,29130073.0,2501394532.88,627572000.0
2017-10-18,'603991,至正股份,34.4,35.62,34.01,35.57,35.57,-1.17,-3.2893,6.2278,1164600,40547656.0,2564003931.2,643280000.0
2017-10-17,'603991,至正股份,35.57,35.85,34.8,35.01,35.13,0.44,1.2525,4.0914,765100,27055907.0,2651209878.86,665159000.0
2017-10-16,'603991,至正股份,35.13,37.09,35.1,37.08,36.9,-1.77,-4.7967,8.5026,1589983,57206047.0,2618414479.74,656931000.0
2017-10-13,'603991,至正股份,36.9,37.09,36.21,36.44,36.37,0.53,1.4572,7.8855,1474583,54230386.0,2750341426.2,690030000.0
2017-10-12,'603991,至正股份,36.37,36.58,36.03,36.2,36.3,0.07,0.1928,4.6107,862200,31282476.0,2710837877.26,680119000.0
2017-10-11,'603991,至正股份,36.3,36.8,36.03,36.49,36.67,-0.37,-1.009,6.0858,1138050,41357983.0,2705620427.4,678810000.0
2017-10-10,'603991,至正股份,36.67,36.8,35.71,35.9,35.98,0.69,1.9177,7.7709,1453150,52763396.0,2733198376.66,685729000.0
2017-10-09,'603991,至正股份,35.98,36.42,35.36,36.35,36.03,-0.05,-0.1388,9.7861,1830000,65507152.0,2681769228.04,672826000.0
2017-09-29,'603991,至正股份,36.03,37.94,36.01,37.3,37.61,-1.58,-4.201,16.131,3016500,111565685.0,2685495977.94,673761000.0
2017-09-28,'603991,至正股份,37.61,37.89,36.89,37.5,37.53,0.08,0.2132,14.6618,2741750,102409725.0,2803261274.78,703307000.0
2017-09-27,'603991,至正股份,37.53,37.75,35.71,35.78,35.78,1.75,4.891,18.8273,3520700,130246819.0,2797298474.94,701811000.0
2017-09-26,'603991,至正股份,35.78,36.36,35.0,35.81,36.14,-0.36,-0.9961,10.1866,1904900,68213048.0,2666862228.44,669086000.0
2017-09-25,'603991,至正股份,36.14,36.58,35.02,35.5,35.6,0.54,1.5169,8.3647,1564200,56452939.0,2693694827.72,675818000.0
2017-09-22,'603991,至正股份,35.6,35.77,35.11,35.53,35.41,0.19,0.5366,3.1286,585040,20752291.0,2653445928.8,665720000.0
2017-09-21,'603991,至正股份,35.41,35.99,35.38,35.9,35.91,-0.5,-1.3924,3.8246,715200,25572379.0,2639284279.18,662167000.0
2017-09-20,'603991,至正股份,35.91,36.0,35.26,35.74,35.74,0.17,0.4757,4.7478,887840,31605102.0,2676551778.18,671517000.0
2017-09-19,'603991,至正股份,35.74,36.27,35.7,35.99,35.89,-0.15,-0.4179,3.5235,658900,23673723.0,2663880828.52,668338000.0
2017-09-18,'603991,至正股份,35.89,35.95,35.53,35.53,35.65,0.24,0.6732,3.3759,631300,22553949.0,2675061078.22,671143000.0
2017-09-15,'603991,至正股份,35.65,36.34,35.52,36.25,36.25,-0.6,-1.6552,4.1545,776900,27887924.0,2657172678.7,666655000.0
2017-09-14,'603991,至正股份,36.25,36.66,35.96,36.22,36.2,0.05,0.1381,3.7647,704000,25526904.0,2701893677.5,677875000.0
2017-09-13,'603991,至正股份,36.2,36.5,35.91,36.3,36.44,-0.24,-0.6586,3.931,735100,26560509.0,2698166927.6,676940000.0
2017-09-12,'603991,至正股份,36.44,36.77,35.91,36.77,36.82,-0.38,-1.032,10.0192,1873583,67986454.0,2716055327.12,681428000.0
2017-09-11,'603991,至正股份,36.82,37.45,36.38,36.52,36.73,0.09,0.245,13.8796,2595483,95913063.0,2744378626.36,688534000.0
2017-09-08,'603991,至正股份,36.73,36.96,35.1,35.29,35.25,1.48,4.1986,13.9636,2611200,93801024.0,2737670476.54,686851000.0
2017-09-07,'603991,至正股份,35.25,35.6,34.88,34.91,34.93,0.32,0.9161,6.7321,1258898,44537495.0,2627358679.5,659175000.0
2017-09-06,'603991,至正股份,34.93,35.29,34.67,35.29,35.25,-0.32,-0.9078,6.3002,1178140,41194981.0,2603507480.14,653191000.0
2017-09-05,'603991,至正股份,35.25,35.4,35.0,35.15,35.1,0.15,0.4274,3.8973,728798,25639721.0,2627358679.5,659175000.0
2017-09-04,'603991,至正股份,35.1,36.2,35.02,35.98,35.92,-0.82,-2.2829,8.6679,1620900,57436538.0,2616178429.8,656370000.0
2017-09-01,'603991,至正股份,35.92,36.48,35.56,35.8,35.88,0.04,0.1115,7.1134,1330200,47769694.0,2677297128.16,671704000.0
2017-08-31,'603991,至正股份,35.88,36.15,35.22,35.22,35.2,0.68,1.9318,9.4241,1762300,62987556.0,2674315728.24,670956000.0
2017-08-30,'603991,至正股份,35.2,35.35,34.8,35.25,35.27,-0.07,-0.1985,6.8198,1275300,44729705.0,2623631929.6,658240000.0
2017-08-29,'603991,至正股份,35.27,35.87,35.0,35.25,35.26,0.01,0.0284,10.3957,1943998,68888757.0,2628849379.46,659549000.0
2017-08-28,'603991,至正股份,35.26,35.69,34.22,34.22,34.22,1.04,3.0392,12.1679,2275398,79592337.0,2628104029.48,659362000.0
2017-08-25,'603991,至正股份,34.22,34.49,33.82,33.96,33.88,0.34,1.0035,6.1594,1151800,39298802.0,2550587631.56,639914000.0
2017-08-24,'603991,至正股份,33.88,34.44,33.79,34.0,34.14,-0.26,-0.7616,7.7007,1440023,49112782.0,2525245732.24,633556000.0
2017-08-23,'603991,至正股份,34.14,34.51,33.81,34.5,34.53,-0.39,-1.1295,6.8251,1276300,43623078.0,2544624831.72,638418000.0
2017-08-22,'603991,至正股份,34.53,34.92,34.44,34.77,34.84,-0.31,-0.8898,7.7675,1452523,50256485.0,2573693480.94,645711000.0
2017-08-21,'603991,至正股份,34.84,34.98,34.4,34.52,35.27,-0.43,-1.2192,13.0829,2446500,85052194.0,2596799330.32,651508000.0
2017-08-18,'603991,至正股份,35.27,36.41,33.73,33.73,37.48,-2.21,-5.8965,20.6027,3852700,134234131.0,2628849379.46,659549000.0
2017-08-17,'603991,至正股份,37.48,42.5,36.29,40.12,40.32,-2.84,-7.0437,42.0507,7863483,298614921.0,2793571725.04,700876000.0
2017-08-16,'603991,至正股份,40.32,40.81,37.99,38.43,38.63,1.69,4.3748,15.1797,2838600,111240866.0,3005251119.36,753984000.0
2017-08-15,'603991,至正股份,38.63,39.16,38.4,38.88,38.44,0.19,0.4943,11.4193,2135400,82605591.0,2879286972.74,722381000.0
2017-08-14,'603991,至正股份,38.44,38.72,37.53,37.8,37.85,0.59,1.5588,7.4655,1396052,53488998.0,2865125323.12,718828000.0
2017-08-11,'603991,至正股份,37.85,38.2,36.35,38.2,38.1,-0.25,-0.6562,11.6128,2171600,80404130.0,2821149674.3,707795000.0
2017-08-10,'603991,至正股份,38.1,38.42,37.4,38.1,38.02,0.08,0.2104,8.2494,1542631,58523151.0,2839783423.8,712470000.0
2017-08-09,'603991,至正股份,38.02,38.76,37.6,38.67,38.66,-0.64,-1.6555,11.3651,2125283,80792929.0,2833820623.96,710974000.0
2017-08-08,'603991,至正股份,38.66,38.98,36.65,36.88,36.83,1.83,4.9688,19.5131,3648952,139262726.0,2881523022.68,722942000.0
2017-08-07,'603991,至正股份,36.83,36.95,34.88,35.1,34.99,1.84,5.2586,16.7008,3123053,112125733.0,2745123976.34,688721000.0
2017-08-04,'603991,至正股份,34.99,35.39,34.82,35.0,35.02,-0.03,-0.0857,3.8807,725700,25453531.0,2607979580.02,654313000.0
2017-08-03,'603991,至正股份,35.02,35.49,34.3,34.8,34.72,0.3,0.8641,5.1193,957300,33508337.0,2610215629.96,654874000.0
2017-08-02,'603991,至正股份,34.72,34.9,33.44,34.9,34.92,-0.2,-0.5727,6.3016,1178400,40526133.0,2587855130.56,649264000.0
2017-08-01,'603991,至正股份,34.92,35.18,34.56,34.9,34.91,0.01,0.0286,2.816,526600,18402723.0,2602762130.16,653004000.0
2017-07-31,'603991,至正股份,34.91,35.32,34.19,34.71,34.71,0.2,0.5762,5.1343,960123,33443367.0,2602016780.18,652817000.0
2017-07-28,'603991,至正股份,34.71,35.69,34.68,35.5,35.6,-0.89,-2.5,4.9973,934500,32799646.0,2587109780.58,649077000.0
2017-07-27,'603991,至正股份,35.6,36.0,33.72,34.09,34.4,1.2,3.4884,9.4397,1765231,61960571.0,2653445928.8,665720000.0
2017-07-26,'603991,至正股份,34.4,34.87,33.83,34.21,34.47,-0.07,-0.2031,5.3711,1004400,34568460.0,2564003931.2,643280000.0
2017-07-25,'603991,至正股份,34.47,34.98,33.92,34.29,34.1,0.37,1.085,4.738,886000,30586545.0,2569221381.06,644589000.0
2017-07-24,'603991,至正股份,34.1,34.65,33.05,34.5,34.68,-0.58,-1.6724,6.3321,1184106,40160579.0,2541643431.8,637670000.0
2017-07-21,'603991,至正股份,34.68,35.57,34.62,35.22,36.42,-1.74,-4.7776,8.136,1521423,53591685.0,2584873730.64,648516000.0
2017-07-20,'603991,至正股份,36.42,36.69,33.3,34.11,34.23,2.19,6.3979,16.8967,3159678,110548430.0,2714564627.16,681054000.0
2017-07-19,'603991,至正股份,34.23,34.56,33.02,33.02,34.52,-0.29,-0.8401,13.3304,2492790,84125794.0,2551332981.54,640101000.0
2017-07-18,'603991,至正股份,34.52,37.0,34.52,36.52,38.35,-3.83,-9.987,15.9715,2986678,104339145.0,2572948130.96,645524000.0
2017-07-17,'603991,至正股份,38.35,43.09,38.35,41.62,42.61,-4.26,-9.9977,19.8043,3703400,145386489.0,2858417173.3,717145000.0
2017-07-14,'603991,至正股份,42.61,43.15,42.4,42.8,42.78,-0.17,-0.3974,5.5165,1031588,44017536.0,3175936264.78,796807000.0
