ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-01-24,'300623,½Ý½ÝÎ¢µç,65.84,66.44,63.35,63.86,64.08,1.76,2.7466,4.8147,1136262,74534277.11,6162624000.0,1553824000.0
2018-01-23,'300623,½Ý½ÝÎ¢µç,64.08,64.2,63.13,64.0,63.6,0.48,0.7547,2.4082,568333,36255154.26,5997888000.0,1512288000.0
2018-01-22,'300623,½Ý½ÝÎ¢µç,63.6,64.54,61.0,64.48,64.59,-0.99,-1.5327,4.5693,1078353,68026839.4,5952960000.0,1500960000.0
2018-01-19,'300623,½Ý½ÝÎ¢µç,64.59,66.3,64.47,65.6,66.06,-1.47,-2.2252,4.8382,1141815,74683323.66,6045624000.0,1524324000.0
2018-01-18,'300623,½Ý½ÝÎ¢µç,66.06,66.5,63.9,64.43,64.6,1.46,2.2601,5.2952,1249673,81576435.49,6183216000.0,1559016000.0
2018-01-17,'300623,½Ý½ÝÎ¢µç,64.6,65.3,62.13,62.76,62.66,1.94,3.0961,5.9135,1395597,89152692.34,6046560000.0,1524560000.0
2018-01-16,'300623,½Ý½ÝÎ¢µç,62.66,63.31,62.1,62.35,62.3,0.36,0.5778,3.3286,785558,49245132.38,5864976000.0,1478776000.0
2018-01-15,'300623,½Ý½ÝÎ¢µç,62.3,66.63,61.82,66.63,66.4,-4.1,-6.1747,7.2097,1701486,108199552.54,5831280000.0,1470280000.0
2018-01-12,'300623,½Ý½ÝÎ¢µç,66.4,67.7,66.31,67.02,67.19,-0.79,-1.1758,3.4492,814001,54491946.42,6215040000.0,1567040000.0
2018-01-11,'300623,½Ý½ÝÎ¢µç,67.19,67.98,65.33,65.61,66.1,1.09,1.649,4.7188,1113632,74570005.31,6288984000.0,1585684000.0
2018-01-10,'300623,½Ý½ÝÎ¢µç,66.1,67.9,65.54,67.79,67.62,-1.52,-2.2479,4.8696,1149214,76514075.9,6186960000.0,1559960000.0
2018-01-09,'300623,½Ý½ÝÎ¢µç,67.62,67.9,67.12,67.49,67.7,-0.08,-0.1182,2.9419,694284,46862648.34,6329232000.0,1595832000.0
2018-01-08,'300623,½Ý½ÝÎ¢µç,67.7,68.58,66.5,68.58,68.27,-0.57,-0.8349,6.6657,1573099,105534413.1,6336720000.0,1597720000.0
2018-01-05,'300623,½Ý½ÝÎ¢µç,68.27,70.26,68.02,70.1,69.93,-1.66,-2.3738,8.4794,2001140,137642950.03,6390072000.0,1611172000.0
2018-01-04,'300623,½Ý½ÝÎ¢µç,69.93,71.36,69.81,70.48,70.6,-0.67,-0.949,6.0306,1423220,100397677.48,6545448000.0,1650348000.0
2018-01-03,'300623,½Ý½ÝÎ¢µç,70.6,71.47,69.71,71.11,71.5,-0.9,-1.2587,7.4457,1757184,123893882.18,6608160000.0,1666160000.0
2018-01-02,'300623,½Ý½ÝÎ¢µç,71.5,72.3,70.3,72.0,72.0,-0.5,-0.6944,4.5558,1075161,76374207.27,6692400000.0,1687400000.0
2017-12-29,'300623,½Ý½ÝÎ¢µç,72.0,72.47,70.9,71.2,71.39,0.61,0.8545,4.909,1158531,83365240.21,6739200000.0,1699200000.0
2017-12-28,'300623,½Ý½ÝÎ¢µç,71.39,72.6,70.31,70.88,71.1,0.29,0.4079,5.5999,1321588,94517215.78,6682104000.0,1684804000.0
2017-12-27,'300623,½Ý½ÝÎ¢µç,71.1,71.99,70.81,71.75,71.71,-0.61,-0.8506,5.5908,1319423,94278994.75,6654960000.0,1677960000.0
2017-12-26,'300623,½Ý½ÝÎ¢µç,71.71,72.18,68.91,69.64,69.28,2.43,3.5075,6.9084,1630392,115669036.89,6712056000.0,1692356000.0
2017-12-25,'300623,½Ý½ÝÎ¢µç,69.28,70.38,68.5,70.1,70.68,-1.4,-1.9808,4.0725,961110,66539635.4,6484608000.0,1635008000.0
2017-12-22,'300623,½Ý½ÝÎ¢µç,70.68,70.92,69.7,70.46,70.68,0.0,0.0,4.6513,1097705,77152041.05,6615648000.0,1668048000.0
2017-12-21,'300623,½Ý½ÝÎ¢µç,70.68,71.4,68.5,69.15,68.78,1.9,2.7624,6.5293,1540915,108075659.81,6615648000.0,1668048000.0
2017-12-20,'300623,½Ý½ÝÎ¢µç,68.78,69.88,68.05,69.33,69.33,-0.55,-0.7933,3.8108,899340,61990261.8,6437808000.0,1623208000.0
2017-12-19,'300623,½Ý½ÝÎ¢µç,69.33,69.82,68.51,68.51,68.5,0.83,1.2117,3.8954,919325,63594432.25,6489288000.0,1636188000.0
2017-12-18,'300623,½Ý½ÝÎ¢µç,68.5,71.14,67.5,70.75,71.28,-2.78,-3.9001,6.3897,1507967,104008846.2,6411600000.0,1616600000.0
2017-12-15,'300623,½Ý½ÝÎ¢µç,71.28,74.06,70.57,72.9,73.26,-1.98,-2.7027,8.5083,2007954,145177571.41,6671808000.0,1682208000.0
2017-12-14,'300623,½Ý½ÝÎ¢µç,73.26,73.5,70.83,72.15,72.21,1.05,1.4541,8.1464,1922548,139044024.02,6857136000.0,1728936000.0
2017-12-13,'300623,½Ý½ÝÎ¢µç,72.21,72.21,69.05,70.21,70.68,1.53,2.1647,6.7501,1593015,113562205.47,6758856000.0,1704156000.0
2017-12-12,'300623,½Ý½ÝÎ¢µç,70.68,73.6,70.63,72.5,72.48,-1.8,-2.4834,8.427,1988782,143385614.56,6615648000.0,1668048000.0
2017-12-11,'300623,½Ý½ÝÎ¢µç,72.48,72.95,71.36,71.68,72.0,0.48,0.6667,5.7164,1349065,97331842.09,6784128000.0,1710528000.0
2017-12-08,'300623,½Ý½ÝÎ¢µç,72.0,73.28,70.27,70.27,70.6,1.4,1.983,9.1117,2150364,155777354.95,6739200000.0,1699200000.0
2017-12-07,'300623,½Ý½ÝÎ¢µç,70.6,71.8,69.76,71.0,71.25,-0.65,-0.9123,6.9333,1636258,116017472.0,6608160000.0,1666160000.0
2017-12-06,'300623,½Ý½ÝÎ¢µç,71.25,71.97,68.15,68.69,68.8,2.45,3.561,9.658,2279278,159404017.68,6669000000.0,1681500000.0
2017-12-05,'300623,½Ý½ÝÎ¢µç,68.8,72.8,67.09,71.9,72.1,-3.3,-4.577,10.4207,2459275,171552859.98,6439680000.0,1623680000.0
2017-12-04,'300623,½Ý½ÝÎ¢µç,72.1,78.5,71.68,77.45,79.19,-7.09,-8.9532,14.7578,3482829,255896947.23,6748560000.0,1701560000.0
2017-12-01,'300623,½Ý½ÝÎ¢µç,79.19,80.44,76.56,76.65,77.2,1.99,2.5777,9.7621,2303845,182474118.21,7412184000.0,1868884000.0
2017-11-30,'300623,½Ý½ÝÎ¢µç,77.2,79.88,76.02,76.7,76.8,0.4,0.5208,10.0041,2360960,184685267.66,7225920000.0,1821920000.0
2017-11-29,'300623,½Ý½ÝÎ¢µç,76.8,79.29,74.5,79.09,79.86,-3.06,-3.8317,11.5339,2721996,208944609.44,7188480000.0,1812480000.0
