ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-01-24,'603638,°¬µÏ¾«ÃÜ,31.75,32.13,31.0,31.44,31.5,0.25,0.7937,1.5823,908581,28961144.0,5588000000.0,1823085317.5
2018-01-23,'603638,°¬µÏ¾«ÃÜ,31.5,31.57,31.2,31.56,31.44,0.06,0.1908,0.7227,414987,13043634.0,5544000000.0,1808730315.0
2018-01-22,'603638,°¬µÏ¾«ÃÜ,31.44,31.48,29.88,30.03,30.26,1.18,3.8995,1.3582,779852,24215905.0,5533440000.0,1805285114.4
2018-01-19,'603638,°¬µÏ¾«ÃÜ,30.26,30.98,30.21,30.89,30.73,-0.47,-1.5295,0.9828,432440,13227107.0,5325760000.0,1331440000.0
2018-01-18,'603638,°¬µÏ¾«ÃÜ,30.73,30.77,30.02,30.27,30.27,0.46,1.5197,0.9929,436868,13348684.0,5408480000.0,1352120000.0
2018-01-17,'603638,°¬µÏ¾«ÃÜ,30.27,30.5,29.6,30.32,30.76,-0.49,-1.593,1.8399,809552,24328425.0,5327520000.0,1331880000.0
2018-01-16,'603638,°¬µÏ¾«ÃÜ,30.76,31.39,30.55,30.55,30.49,0.27,0.8855,2.0357,895693,27728433.0,5413760000.0,1353440000.0
2018-01-15,'603638,°¬µÏ¾«ÃÜ,30.49,30.7,28.5,30.14,30.26,0.23,0.7601,2.1468,944583,28795048.0,5366240000.0,1341560000.0
2018-01-12,'603638,°¬µÏ¾«ÃÜ,30.26,30.8,30.14,30.52,30.37,-0.11,-0.3622,1.3573,597214,18271422.0,5325760000.0,1331440000.0
2018-01-11,'603638,°¬µÏ¾«ÃÜ,30.37,30.88,29.95,30.03,30.49,-0.12,-0.3936,1.2982,571200,17437429.0,5345120000.0,1336280000.0
2018-01-10,'603638,°¬µÏ¾«ÃÜ,30.49,30.79,29.0,30.77,30.88,-0.39,-1.263,2.9716,1307510,39263846.0,5366240000.0,1341560000.0
2018-01-09,'603638,°¬µÏ¾«ÃÜ,30.88,32.6,30.64,32.18,32.17,-1.29,-4.0099,2.7055,1190430,37373516.0,5434880000.0,1358720000.0
2018-01-08,'603638,°¬µÏ¾«ÃÜ,32.17,32.8,31.7,31.76,32.08,0.09,0.2805,2.2613,994965,32211796.0,5661920000.0,1415480000.0
2018-01-05,'603638,°¬µÏ¾«ÃÜ,32.08,32.29,31.54,31.54,31.97,0.11,0.3441,1.5136,665981,21305934.0,5646080000.0,1411520000.0
2018-01-04,'603638,°¬µÏ¾«ÃÜ,31.97,32.79,31.88,32.7,32.9,-0.93,-2.8267,2.0213,889355,28580359.0,5626720000.0,1406680000.0
2018-01-03,'603638,°¬µÏ¾«ÃÜ,32.9,33.69,32.18,33.69,33.61,-0.71,-2.1125,3.0474,1340868,43794400.0,5790400000.0,1447600000.0
2018-01-02,'603638,°¬µÏ¾«ÃÜ,33.61,33.77,32.82,33.25,33.23,0.38,1.1435,2.416,1063028,35468751.0,5915360000.0,1478840000.0
2017-12-29,'603638,°¬µÏ¾«ÃÜ,33.23,33.69,33.0,33.1,33.38,-0.15,-0.4494,1.6976,746936,24862036.0,5848480000.0,1462120000.0
2017-12-28,'603638,°¬µÏ¾«ÃÜ,33.38,33.5,32.2,32.9,32.71,0.67,2.0483,2.4201,1064827,35319852.0,5874880000.0,1468720000.0
2017-12-27,'603638,°¬µÏ¾«ÃÜ,32.71,33.2,32.4,32.7,32.48,0.23,0.7081,1.892,832489,27284372.0,5756960000.0,1439240000.0
2017-12-26,'603638,°¬µÏ¾«ÃÜ,32.48,32.58,31.01,31.01,31.45,1.03,3.275,1.9882,874791,27857094.0,5716480000.0,1429120000.0
2017-12-25,'603638,°¬µÏ¾«ÃÜ,31.45,32.98,31.36,32.51,32.78,-1.33,-4.0574,2.2695,998559,32017771.0,5535200000.0,1383800000.0
2017-12-22,'603638,°¬µÏ¾«ÃÜ,32.78,33.25,32.65,32.75,32.59,0.19,0.583,1.9398,853506,28104297.0,5769280000.0,1442320000.0
