ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-01-24,'002860,ÐÇË§¶û,42.32,42.38,41.15,41.97,41.96,0.36,0.858,7.1528,1087222,45548837.26,3215417737.6,643264000.0
2018-01-23,'002860,ÐÇË§¶û,41.96,42.79,41.11,41.33,41.16,0.8,1.9436,8.1079,1232404,51828039.28,3188065412.8,637792000.0
2018-01-22,'002860,ÐÇË§¶û,41.16,41.49,40.2,41.49,41.54,-0.38,-0.9148,5.1825,787743,32237962.8,3127282468.8,625632000.0
2018-01-19,'002860,ÐÇË§¶û,41.54,42.75,41.45,42.75,42.62,-1.08,-2.534,8.5138,1294098,54473236.0,3156154367.2,631408000.0
2018-01-18,'002860,ÐÇË§¶û,42.62,43.95,41.55,42.0,41.25,1.37,3.3212,13.5972,2066769,88539674.59,3238211341.6,647824000.0
2018-01-17,'002860,ÐÇË§¶û,41.25,42.0,39.42,39.98,39.98,1.27,3.1766,6.8755,1045073,42596545.63,3134120550.0,627000000.0
2018-01-16,'002860,ÐÇË§¶û,39.98,40.49,39.3,39.69,39.23,0.75,1.9118,4.0147,610239,24402654.54,3037627626.4,607696000.0
2018-01-15,'002860,ÐÇË§¶û,39.23,40.9,39.01,40.5,40.98,-1.75,-4.2704,5.8181,884354,35293368.18,2980643616.4,596296000.0
2018-01-12,'002860,ÐÇË§¶û,40.98,41.58,40.86,41.5,41.74,-0.76,-1.8208,4.7833,727069,29862944.76,3113606306.4,622896000.0
2018-01-11,'002860,ÐÇË§¶û,41.74,42.05,40.6,41.41,41.49,0.25,0.6026,5.6991,866269,35905226.61,3171350103.2,634448000.0
2018-01-10,'002860,ÐÇË§¶û,41.49,42.95,40.65,42.95,42.75,-1.26,-2.9474,7.5038,1140577,47501470.07,3152355433.2,630648000.0
2018-01-09,'002860,ÐÇË§¶û,42.75,43.87,41.93,41.93,41.79,0.96,2.2972,11.1254,1691057,72465740.13,3248088570.0,649800000.0
2018-01-08,'002860,ÐÇË§¶û,41.79,41.92,41.25,41.44,41.6,0.19,0.4567,5.6126,853118,35538777.48,3175149037.2,635208000.0
2018-01-05,'002860,ÐÇË§¶û,41.6,41.85,41.03,41.27,41.27,0.33,0.7996,5.1045,775891,32182670.5,3160713088.0,632320000.0
2018-01-04,'002860,ÐÇË§¶û,41.27,42.29,41.02,42.29,42.3,-1.03,-2.435,7.0585,1072894,44709781.54,3135640123.6,627304000.0
2018-01-03,'002860,ÐÇË§¶û,42.3,42.68,41.73,42.67,42.69,-0.39,-0.9136,6.4923,986826,41588266.88,3213898164.0,642960000.0
2018-01-02,'002860,ÐÇË§¶û,42.69,42.93,41.0,42.45,42.68,0.01,0.0234,6.7602,1027554,43602995.83,3243529849.2,648888000.0
2017-12-29,'002860,ÐÇË§¶û,42.68,42.95,42.25,42.62,42.8,-0.12,-0.2804,5.1183,777974,33129737.52,3242770062.4,648736000.0
2017-12-28,'002860,ÐÇË§¶û,42.8,43.96,42.0,42.3,42.48,0.32,0.7533,10.8272,1645728,70866351.36,3251887504.0,650560000.0
2017-12-27,'002860,ÐÇË§¶û,42.48,42.97,41.77,41.98,42.39,0.09,0.2123,11.7352,1783754,75479445.24,3227574326.4,645696000.0
2017-12-26,'002860,ÐÇË§¶û,42.39,42.6,40.93,41.0,41.21,1.18,2.8634,12.3541,1877828,79002549.23,3220736245.2,644328000.0
2017-12-25,'002860,ÐÇË§¶û,41.21,41.97,40.43,41.43,41.8,-0.59,-1.4115,7.6132,1157206,47489133.75,3131081402.8,626392000.0
2017-12-22,'002860,ÐÇË§¶û,41.8,42.78,39.49,39.58,39.98,1.82,4.5523,12.5247,1903752,78620944.72,3175908824.0,635360000.0
2017-12-21,'002860,ÐÇË§¶û,39.98,40.6,38.62,40.6,40.32,-0.34,-0.8433,6.8119,1035411,40949100.83,3037627626.4,607696000.0
2017-12-20,'002860,ÐÇË§¶û,40.32,41.18,40.15,41.18,41.1,-0.78,-1.8978,5.3303,810200,32872102.15,3063460377.6,612864000.0
2017-12-19,'002860,ÐÇË§¶û,41.1,41.39,40.55,40.79,40.52,0.58,1.4314,4.3204,656694,26896916.86,3122723748.0,624720000.0
2017-12-18,'002860,ÐÇË§¶û,40.52,41.89,40.2,41.78,41.75,-1.23,-2.9461,6.3216,960881,39159352.64,3078656113.6,615904000.0
2017-12-15,'002860,ÐÇË§¶û,41.75,42.65,41.66,41.96,41.88,-0.13,-0.3104,7.503,1140450,48030324.38,3172109890.0,634600000.0
2017-12-14,'002860,ÐÇË§¶û,41.88,41.96,41.11,41.43,41.43,0.45,1.0862,5.4839,833550,34632027.36,3181987118.4,636576000.0
2017-12-13,'002860,ÐÇË§¶û,41.43,41.45,40.57,40.57,40.57,0.86,2.1198,5.6373,856875,35207461.34,3147796712.4,629736000.0
2017-12-12,'002860,ÐÇË§¶û,40.57,42.7,40.5,42.6,42.8,-2.23,-5.2103,8.5158,1294400,53549350.23,3082455047.6,616664000.0
2017-12-11,'002860,ÐÇË§¶û,42.8,42.87,42.12,42.58,42.58,0.22,0.5167,7.1382,1085003,46115716.09,3251887504.0,650560000.0
2017-12-08,'002860,ÐÇË§¶û,42.58,43.2,41.2,41.31,41.56,1.02,2.4543,11.3094,1719028,73266316.45,3235172194.4,647216000.0
2017-12-07,'002860,ÐÇË§¶û,41.56,42.34,40.71,41.7,41.83,-0.27,-0.6455,9.7286,1478754,61417890.5,3157673940.8,631712000.0
2017-12-06,'002860,ÐÇË§¶û,41.83,42.25,40.2,41.0,41.21,0.62,1.5045,12.17,1849847,76097179.51,3178188184.4,635816000.0
2017-12-05,'002860,ÐÇË§¶û,41.21,44.49,40.11,43.11,43.84,-2.63,-5.9991,15.917,2419384,101767651.97,3131081402.8,626392000.0
2017-12-04,'002860,ÐÇË§¶û,43.84,46.52,43.84,46.0,48.71,-4.87,-9.9979,20.7388,3152299,139217619.44,3330905331.2,666368000.0
2017-12-01,'002860,ÐÇË§¶û,48.71,48.85,47.44,48.02,47.8,0.91,1.9038,11.7405,1784557,86426206.31,3700921502.8,740392000.0
