ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-01-24,'002922,ÒÁ¸ê¶û,28.03,28.9,28.0,28.03,27.95,0.08,0.2862,20.6444,6812656,193112670.11,3699760286.25,924990000.0
2018-01-23,'002922,ÒÁ¸ê¶û,27.95,28.37,26.83,27.19,27.66,0.29,1.0484,21.9525,7244338,199339520.07,3689200856.25,922350000.0
2018-01-22,'002922,ÒÁ¸ê¶û,27.66,29.92,27.66,29.9,30.73,-3.07,-9.9902,30.4866,10060581,286054072.84,3650922922.5,912780000.0
2018-01-19,'002922,ÒÁ¸ê¶û,30.73,32.0,30.01,30.59,30.7,0.03,0.0977,31.627,10436920,324197454.55,4056141048.75,1014090000.0
2018-01-18,'002922,ÒÁ¸ê¶û,30.7,31.5,29.55,30.0,31.08,-0.38,-1.2227,29.4373,9714323,294862467.96,4052181262.5,1013100000.0
2018-01-17,'002922,ÒÁ¸ê¶û,31.08,32.8,29.97,31.68,33.23,-2.15,-6.4701,36.8929,12174654,381972579.36,4102338555.0,1025640000.0
2018-01-16,'002922,ÒÁ¸ê¶û,33.23,35.6,31.87,32.47,33.4,-0.17,-0.509,45.7793,15107155,512143561.07,4386123236.25,1096590000.0
2018-01-15,'002922,ÒÁ¸ê¶û,33.4,33.5,31.36,31.7,34.84,-1.44,-4.1332,44.3061,14621019,469937793.07,4408562025.0,1102200000.0
2018-01-12,'002922,ÒÁ¸ê¶û,0.0,0.0,0.0,0.0,34.84,None,None,0.0,0,0.0,4598631765.0,1149720000.0
2018-01-11,'002922,ÒÁ¸ê¶û,0.0,0.0,0.0,0.0,34.84,None,None,0.0,0,0.0,4598631765.0,1149720000.0
2018-01-10,'002922,ÒÁ¸ê¶û,34.84,34.84,33.0,34.46,31.67,3.17,10.0095,62.1659,20514745,698016179.07,4598631765.0,1149720000.0
2018-01-09,'002922,ÒÁ¸ê¶û,31.67,31.67,31.67,31.67,28.79,2.88,10.0035,0.2531,83532,2645458.44,4180214351.25,1045110000.0
2018-01-08,'002922,ÒÁ¸ê¶û,28.79,28.79,28.79,28.79,26.17,2.62,10.0115,0.1642,54200,1560418.0,3800074871.25,950070000.0
2018-01-05,'002922,ÒÁ¸ê¶û,26.17,26.17,26.17,26.17,23.79,2.38,10.0042,0.1159,38248,1000950.16,3454253538.75,863610000.0
2018-01-04,'002922,ÒÁ¸ê¶û,23.79,23.79,23.79,23.79,21.63,2.16,9.9861,0.0552,18208,433168.32,3140110496.25,785070000.0
2018-01-03,'002922,ÒÁ¸ê¶û,21.63,21.63,21.63,21.63,19.66,1.97,10.0203,0.0205,6771,146456.73,2855005886.25,713790000.0
2018-01-02,'002922,ÒÁ¸ê¶û,19.66,19.66,19.66,19.66,17.87,1.79,10.0168,0.0112,3700,72742.0,2594979922.5,648780000.0
2017-12-29,'002922,NÒÁ¸ê¶û,17.87,17.87,16.38,16.38,12.41,5.46,43.9968,0.0554,18279,325900.73,2358712676.25,589710000.0
