»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-01-24,'603035,≥£ Ï∆˚ Œ,16.0,16.09,15.82,15.94,15.98,0.02,0.1252,1.7882,3079500,49278673.0,4480000000.0,2755430880.0
2018-01-23,'603035,≥£ Ï∆˚ Œ,15.98,16.06,15.82,15.82,15.91,0.07,0.44,0.7745,1333732,21288807.0,4474400000.0,2751986591.4
2018-01-22,'603035,≥£ Ï∆˚ Œ,15.91,15.96,15.65,15.8,15.9,0.01,0.0629,0.7318,1260200,19909706.0,4454800000.0,2739931581.3
2018-01-19,'603035,≥£ Ï∆˚ Œ,15.9,16.25,15.84,16.05,16.06,-0.16,-0.9963,1.2317,2121100,34066547.0,4452000000.0,2738209437.0
2018-01-18,'603035,≥£ Ï∆˚ Œ,16.06,16.1,15.84,16.0,16.02,0.04,0.2497,0.9582,1650200,26379467.0,4496800000.0,2765763745.8
2018-01-17,'603035,≥£ Ï∆˚ Œ,16.02,16.18,15.71,15.76,15.81,0.21,1.3283,1.3681,2356103,37696853.0,4485600000.0,2758875168.6
2018-01-16,'603035,≥£ Ï∆˚ Œ,15.81,15.92,15.43,15.46,15.53,0.28,1.803,0.8524,1467900,23158751.0,4426800000.0,2722710138.3
2018-01-15,'603035,≥£ Ï∆˚ Œ,15.53,16.24,15.51,16.01,16.17,-0.64,-3.9579,1.2896,2220900,35013563.0,4348400000.0,2674490097.9
2018-01-12,'603035,≥£ Ï∆˚ Œ,16.17,16.48,16.04,16.23,16.45,-0.28,-1.7021,1.2706,2188200,35489058.0,4527600000.0,2784707333.1
2018-01-11,'603035,≥£ Ï∆˚ Œ,16.45,16.77,16.14,16.2,15.78,0.67,4.2459,2.7352,4710329,77513573.0,4606000000.0,2832927373.5
2018-01-10,'603035,≥£ Ï∆˚ Œ,15.78,16.17,15.65,16.11,16.2,-0.42,-2.5926,1.1935,2055400,32655377.0,4418400000.0,2717543705.4
2018-01-09,'603035,≥£ Ï∆˚ Œ,16.2,16.56,16.19,16.29,16.31,-0.11,-0.6744,1.1171,1923801,31456480.0,4536000000.0,2789873766.0
2018-01-08,'603035,≥£ Ï∆˚ Œ,16.31,16.35,16.03,16.29,16.26,0.05,0.3075,1.0809,1861551,30185566.0,4566800000.0,2808817353.3
2018-01-05,'603035,≥£ Ï∆˚ Œ,16.26,16.34,15.92,16.0,15.98,0.28,1.7522,1.6222,2793725,45063762.0,4552800000.0,2800206631.8
2018-01-04,'603035,≥£ Ï∆˚ Œ,15.98,16.37,15.65,15.74,15.79,0.19,1.2033,4.8948,3426331,55201024.0,4474400000.0,1118600000.0
2018-01-03,'603035,≥£ Ï∆˚ Œ,15.79,15.8,15.55,15.55,15.66,0.13,0.8301,2.8169,1971800,30929434.0,4421200000.0,1105300000.0
2018-01-02,'603035,≥£ Ï∆˚ Œ,15.66,15.83,15.38,15.58,15.64,0.02,0.1279,2.328,1629625,25478787.0,4384800000.0,1096200000.0
2017-12-29,'603035,≥£ Ï∆˚ Œ,15.64,15.69,15.46,15.51,15.57,0.07,0.4496,1.9945,1396172,21799963.0,4379200000.0,1094800000.0
2017-12-28,'603035,≥£ Ï∆˚ Œ,15.57,15.93,15.4,15.62,15.78,-0.21,-1.3308,3.356,2349200,36788253.0,4359600000.0,1089900000.0
2017-12-27,'603035,≥£ Ï∆˚ Œ,15.78,16.59,15.12,15.12,15.39,0.39,2.5341,5.1968,3637758,56966466.0,4418400000.0,1104600000.0
2017-12-26,'603035,≥£ Ï∆˚ Œ,15.39,15.53,14.94,15.09,15.04,0.35,2.3271,3.232,2262402,34637295.0,4309200000.0,1077300000.0
2017-12-25,'603035,≥£ Ï∆˚ Œ,15.04,15.74,14.86,15.67,15.68,-0.64,-4.0816,3.7165,2601558,39424780.0,4211200000.0,1052800000.0
2017-12-22,'603035,≥£ Ï∆˚ Œ,15.68,15.95,15.66,15.86,15.86,-0.18,-1.1349,1.842,1289417,20327770.0,4390400000.0,1097600000.0
2017-12-21,'603035,≥£ Ï∆˚ Œ,15.86,15.98,15.62,15.9,16.0,-0.14,-0.875,1.7804,1246251,19697432.0,4440800000.0,1110200000.0
2017-12-20,'603035,≥£ Ï∆˚ Œ,16.0,16.53,15.91,16.53,16.11,-0.11,-0.6828,1.8043,1262978,20346193.0,4480000000.0,1120000000.0
2017-12-19,'603035,≥£ Ï∆˚ Œ,16.11,16.17,15.98,16.09,16.03,0.08,0.4991,1.4354,1004800,16157267.0,4510800000.0,1127700000.0
2017-12-18,'603035,≥£ Ï∆˚ Œ,16.03,16.18,15.94,16.11,16.03,0.0,0.0,1.0229,716000,11486060.0,4488400000.0,1122100000.0
2017-12-15,'603035,≥£ Ï∆˚ Œ,16.03,16.16,15.91,16.16,16.16,-0.13,-0.8045,1.3209,924600,14828838.0,4488400000.0,1122100000.0
2017-12-14,'603035,≥£ Ï∆˚ Œ,16.16,16.26,15.92,16.18,16.24,-0.08,-0.4926,2.0014,1400951,22510712.0,4524800000.0,1131200000.0
2017-12-13,'603035,≥£ Ï∆˚ Œ,16.24,16.4,15.72,15.77,15.77,0.47,2.9803,2.6935,1885467,30454478.0,4547200000.0,1136800000.0
2017-12-12,'603035,≥£ Ï∆˚ Œ,15.77,16.23,15.74,16.22,16.23,-0.46,-2.8343,2.5361,1775251,28311378.0,4415600000.0,1103900000.0
2017-12-11,'603035,≥£ Ï∆˚ Œ,16.23,16.35,16.01,16.02,16.26,-0.03,-0.1845,2.2442,1570916,25411415.0,4544400000.0,1136100000.0
2017-12-08,'603035,≥£ Ï∆˚ Œ,16.26,16.85,16.21,16.21,15.82,0.44,2.7813,5.352,3746384,61534665.0,4552800000.0,1138200000.0
2017-12-07,'603035,≥£ Ï∆˚ Œ,15.82,15.98,15.71,15.75,15.85,-0.03,-0.1893,1.3124,918659,14524968.0,4429600000.0,1107400000.0
2017-12-06,'603035,≥£ Ï∆˚ Œ,15.85,15.89,15.42,15.63,15.59,0.26,1.6677,2.0116,1408108,22099452.0,4438000000.0,1109500000.0
2017-12-05,'603035,≥£ Ï∆˚ Œ,15.59,16.46,15.44,16.46,16.36,-0.77,-4.7066,3.7402,2618130,41553889.0,4365200000.0,1091300000.0
2017-12-04,'603035,≥£ Ï∆˚ Œ,16.36,17.35,16.31,17.35,17.35,-0.99,-5.7061,4.8599,3401901,56921707.0,4580800000.0,1145200000.0
2017-12-01,'603035,≥£ Ï∆˚ Œ,17.35,17.47,17.21,17.3,17.29,0.06,0.347,1.6511,1155800,20046513.0,4858000000.0,1214500000.0
2017-11-30,'603035,≥£ Ï∆˚ Œ,17.29,17.54,17.11,17.2,17.11,0.18,1.052,3.3929,2375003,41227573.0,4841200000.0,1210300000.0
2017-11-29,'603035,≥£ Ï∆˚ Œ,17.11,17.29,16.91,17.22,17.21,-0.1,-0.5811,1.7415,1219076,20816444.0,4790800000.0,1197700000.0
2017-11-28,'603035,≥£ Ï∆˚ Œ,17.21,17.23,16.94,16.94,16.92,0.29,1.7139,1.8207,1274469,21822189.0,4818800000.0,1204700000.0
2017-11-27,'603035,≥£ Ï∆˚ Œ,16.92,17.25,16.86,17.21,17.25,-0.33,-1.913,2.2014,1540988,26247865.0,4737600000.0,1184400000.0
2017-11-24,'603035,≥£ Ï∆˚ Œ,17.25,17.46,16.9,16.95,17.09,0.16,0.9362,2.2356,1564936,26894490.0,4830000000.0,1207500000.0
2017-11-23,'603035,≥£ Ï∆˚ Œ,17.09,18.2,17.0,18.2,18.2,-1.11,-6.0989,5.0903,3563224,62720386.0,4785200000.0,1196300000.0
2017-11-22,'603035,≥£ Ï∆˚ Œ,18.2,18.51,18.06,18.38,18.39,-0.19,-1.0332,3.1033,2172319,39673848.0,5096000000.0,1274000000.0
2017-11-21,'603035,≥£ Ï∆˚ Œ,18.39,18.66,18.2,18.6,18.76,-0.37,-1.9723,3.6891,2582403,47549824.0,5149200000.0,1287300000.0
2017-11-20,'603035,≥£ Ï∆˚ Œ,18.76,18.89,18.02,18.58,18.34,0.42,2.2901,5.5631,3894200,72212344.0,5252800000.0,1313200000.0
2017-11-17,'603035,≥£ Ï∆˚ Œ,18.34,20.29,18.11,19.58,19.7,-1.36,-6.9036,7.2076,5045327,96036595.0,5135200000.0,1283800000.0
2017-11-16,'603035,≥£ Ï∆˚ Œ,19.7,20.37,19.68,20.32,20.42,-0.72,-3.526,5.781,4046700,81061938.0,5516000000.0,1379000000.0
2017-11-15,'603035,≥£ Ï∆˚ Œ,20.42,20.89,20.32,20.6,20.64,-0.22,-1.0659,6.3519,4446350,91664290.0,5717600000.0,1429400000.0
2017-11-14,'603035,≥£ Ï∆˚ Œ,20.64,20.65,20.18,20.4,20.3,0.34,1.6749,6.6863,4680412,95745635.0,5779200000.0,1444800000.0
2017-11-13,'603035,≥£ Ï∆˚ Œ,20.3,20.65,20.25,20.59,20.56,-0.26,-1.2646,5.198,3638584,74058242.0,5684000000.0,1421000000.0
2017-11-10,'603035,≥£ Ï∆˚ Œ,20.56,20.71,20.36,20.52,20.57,-0.01,-0.0486,4.8456,3391912,69563784.0,5756800000.0,1439200000.0
2017-11-09,'603035,≥£ Ï∆˚ Œ,20.57,20.73,20.2,20.26,20.32,0.25,1.2303,7.2079,5045517,103597474.0,5759600000.0,1439900000.0
2017-11-08,'603035,≥£ Ï∆˚ Œ,20.32,20.48,20.0,20.1,20.1,0.22,1.0945,5.9098,4136882,84070523.0,5689600000.0,1422400000.0
2017-11-07,'603035,≥£ Ï∆˚ Œ,20.1,20.22,19.85,20.2,20.18,-0.08,-0.3964,3.4229,2396041,47924350.0,5628000000.0,1407000000.0
2017-11-06,'603035,≥£ Ï∆˚ Œ,20.18,20.2,19.7,19.9,19.75,0.43,2.1772,3.3678,2357427,47090971.0,5650400000.0,1412600000.0
2017-11-03,'603035,≥£ Ï∆˚ Œ,19.75,19.95,19.55,19.82,19.96,-0.21,-1.0521,3.5772,2504029,49360905.0,5530000000.0,1382500000.0
2017-11-02,'603035,≥£ Ï∆˚ Œ,19.96,20.32,19.81,20.32,20.21,-0.25,-1.237,4.1505,2905352,58201123.0,5588800000.0,1397200000.0
2017-11-01,'603035,≥£ Ï∆˚ Œ,20.21,20.38,19.75,19.87,19.87,0.34,1.7111,5.5626,3893814,78470619.0,5658800000.0,1414700000.0
2017-10-31,'603035,≥£ Ï∆˚ Œ,19.87,19.97,19.58,19.6,19.59,0.28,1.4293,4.0007,2800455,55363852.0,5563600000.0,1390900000.0
2017-10-30,'603035,≥£ Ï∆˚ Œ,19.59,20.55,19.55,20.21,20.32,-0.73,-3.5925,5.7347,4014314,80002566.0,5485200000.0,1371300000.0
2017-10-27,'603035,≥£ Ï∆˚ Œ,20.32,20.47,20.2,20.38,20.3,0.02,0.0985,4.7827,3347903,68015400.0,5689600000.0,1422400000.0
2017-10-26,'603035,≥£ Ï∆˚ Œ,20.3,20.78,19.97,19.98,19.95,0.35,1.7544,8.9464,6262500,127661127.0,5684000000.0,1421000000.0
2017-10-25,'603035,≥£ Ï∆˚ Œ,19.95,19.98,19.51,19.62,19.57,0.38,1.9417,4.2251,2957602,58415660.0,5586000000.0,1396500000.0
2017-10-24,'603035,≥£ Ï∆˚ Œ,19.57,20.13,19.52,20.13,20.13,-0.56,-2.7819,6.8975,4828279,95317937.0,5479600000.0,1369900000.0
