»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-01-24,'300696,∞Æ¿÷¥Ô,68.69,68.92,66.66,67.44,67.4,1.29,1.9139,4.5433,783715,53465502.33,4736175500.0,1184902500.0
2018-01-23,'300696,∞Æ¿÷¥Ô,67.4,67.83,66.31,67.11,67.27,0.13,0.1933,4.4301,764200,51197554.0,4647230000.0,1162650000.0
2018-01-22,'300696,∞Æ¿÷¥Ô,67.27,69.0,66.0,69.0,69.82,-2.55,-3.6522,6.0627,1045819,70571111.98,4638266500.0,1160407500.0
2018-01-19,'300696,∞Æ¿÷¥Ô,69.82,72.45,67.6,67.6,67.08,2.74,4.0847,10.2428,1766891,124205908.81,4814089000.0,1204395000.0
2018-01-18,'300696,∞Æ¿÷¥Ô,67.08,67.66,65.08,65.08,64.98,2.1,3.2318,6.4372,1110410,74248509.15,4625166000.0,1157130000.0
2018-01-17,'300696,∞Æ¿÷¥Ô,64.98,65.46,62.95,63.14,63.3,1.68,2.654,4.3017,742050,47785242.13,4480371000.0,1120905000.0
2018-01-16,'300696,∞Æ¿÷¥Ô,63.3,64.33,62.56,62.56,62.93,0.37,0.588,3.2073,553253,35243669.1,4364535000.0,1091925000.0
2018-01-15,'300696,∞Æ¿÷¥Ô,62.93,68.05,62.53,67.55,67.92,-4.99,-7.3469,7.7876,1343354,86905460.86,4339023500.0,1085542500.0
2018-01-12,'300696,∞Æ¿÷¥Ô,67.92,68.26,67.35,68.0,68.28,-0.36,-0.5272,2.6221,452315,30688576.7,4683084000.0,1171620000.0
2018-01-11,'300696,∞Æ¿÷¥Ô,68.28,68.7,67.03,67.35,67.61,0.67,0.991,4.1654,718531,49006905.74,4707906000.0,1177830000.0
