»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-01-24,'603833,≈∑≈…º“æ”,139.03,143.44,137.15,143.0,142.7,-3.67,-2.5718,1.9284,800488,111024564.0,58475526389.9,5771135300.0
2018-01-23,'603833,≈∑≈…º“æ”,142.7,145.0,138.5,139.05,138.37,4.33,3.1293,1.4293,593295,84350720.0,60019115412.8,5923477000.0
2018-01-22,'603833,≈∑≈…º“æ”,138.37,140.68,135.0,136.5,136.98,1.39,1.0147,1.6685,692597,95328823.0,58197932723.7,5743738700.0
2018-01-19,'603833,≈∑≈…º“æ”,136.98,142.5,136.8,139.5,141.58,-4.6,-3.249,2.0432,848118,117628204.0,57613303638.7,5686039800.0
2018-01-18,'603833,≈∑≈…º“æ”,141.58,146.58,138.05,140.45,139.03,2.55,1.8341,1.9705,817970,117235417.0,59548047373.1,5876985800.0
2018-01-17,'603833,≈∑≈…º“æ”,139.03,141.2,135.81,139.8,139.49,-0.46,-0.3298,1.5134,628226,87186665.0,58475526389.9,5771135300.0
2018-01-16,'603833,≈∑≈…º“æ”,139.49,140.2,134.1,134.1,134.68,4.81,3.5714,3.0181,1252828,173799405.0,58669000763.4,5790229900.0
2018-01-15,'603833,≈∑≈…º“æ”,134.68,135.0,128.3,129.05,129.26,5.42,4.1931,2.5344,1052010,139576240.0,56645931771.5,5590566800.0
2018-01-12,'603833,≈∑≈…º“æ”,129.26,130.0,124.88,125.21,125.0,4.26,3.408,2.0016,830873,106809751.0,54366298936.6,5365582600.0
2018-01-11,'603833,≈∑≈…º“æ”,125.0,128.69,124.88,127.86,128.18,-3.18,-2.4809,1.6958,703916,88886114.0,52574558000.0,5188750000.0
2018-01-10,'603833,≈∑≈…º“æ”,128.18,129.95,127.0,128.6,128.06,0.12,0.0937,1.275,529233,68131324.0,53912054755.5,5320751800.0
2018-01-09,'603833,≈∑≈…º“æ”,128.06,128.66,125.33,126.89,127.03,1.03,0.8108,1.3266,550680,70027003.0,53861583179.8,5315770600.0
2018-01-08,'603833,≈∑≈…º“æ”,127.03,128.0,124.5,124.93,124.51,2.52,2.0239,1.2604,523182,66366360.0,53428368821.9,5273015300.0
2018-01-05,'603833,≈∑≈…º“æ”,124.51,125.3,123.05,124.39,124.4,0.11,0.0884,0.9136,379229,47173988.0,52368465732.6,5168410100.0
2018-01-04,'603833,≈∑≈…º“æ”,124.4,125.5,120.75,120.75,121.53,2.87,2.3616,1.8176,754476,93090529.0,52322200121.6,5163844000.0
2018-01-03,'603833,≈∑≈…º“æ”,121.53,122.6,120.57,121.38,121.5,0.03,0.0247,1.2609,523384,63672231.0,51115088269.9,5044710300.0
2018-01-02,'603833,≈∑≈…º“æ”,121.5,122.02,118.0,119.5,118.05,3.45,2.9225,1.5065,625362,74901819.0,51102470376.0,5043465000.0
2017-12-29,'603833,≈∑≈…º“æ”,118.05,119.88,117.26,117.49,117.07,0.98,0.8371,0.8336,346043,40932099.0,49651412575.2,4900255500.0
2017-12-28,'603833,≈∑≈…º“æ”,117.07,119.99,116.33,118.65,118.65,-1.58,-1.3316,1.6852,699517,82215679.0,49239228040.5,4859575700.0
2017-12-27,'603833,≈∑≈…º“æ”,118.65,119.6,116.85,119.17,119.5,-0.85,-0.7113,1.4808,614665,72588145.0,49903770453.6,4925161500.0
2017-12-26,'603833,≈∑≈…º“æ”,119.5,123.27,118.35,122.18,121.96,-2.46,-2.0171,2.4954,1035835,124914397.0,50261277448.0,4960445000.0
2017-12-25,'603833,≈∑≈…º“æ”,121.96,122.47,120.09,121.0,121.0,0.96,0.7934,2.1408,888647,107790738.0,51295944749.4,5062559600.0
2017-12-22,'603833,≈∑≈…º“æ”,121.0,122.48,120.75,122.1,121.94,-0.94,-0.7709,0.5394,223908,27137549.0,50892172144.0,5022710000.0
2017-12-21,'603833,≈∑≈…º“æ”,121.94,123.17,120.71,121.77,121.58,0.36,0.2961,0.6504,269976,32909170.0,51287532820.2,5061729400.0
