ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-01-24,'603039,·ºÎ¢ÍøÂç,70.27,70.99,69.11,70.99,69.65,0.62,0.8902,0.6305,169977,11929209.0,4867595873.0,1894479200.0
2018-01-23,'603039,·ºÎ¢ÍøÂç,69.65,70.87,67.8,68.01,68.56,1.09,1.5898,0.8717,234997,16409479.0,4824648535.0,1877764000.0
2018-01-22,'603039,·ºÎ¢ÍøÂç,68.56,71.52,65.58,68.01,70.79,-2.23,-3.1502,3.5299,951665,64698529.0,4749144344.0,1848377600.0
2018-01-19,'603039,·ºÎ¢ÍøÂç,70.79,71.42,68.7,71.42,71.12,-0.33,-0.464,1.0415,280795,19702860.0,4903616221.0,1908498400.0
2018-01-18,'603039,·ºÎ¢ÍøÂç,71.12,72.28,69.8,70.58,71.02,0.1,0.1408,0.5454,147032,10455522.0,4926475288.0,1917395200.0
2018-01-17,'603039,·ºÎ¢ÍøÂç,71.02,71.89,68.13,71.13,70.98,0.04,0.0564,1.2447,335559,23476259.0,4919548298.0,1914699200.0
2018-01-16,'603039,·ºÎ¢ÍøÂç,70.98,72.96,70.51,70.6,71.58,-0.6,-0.8382,1.1402,307400,22030360.0,4916777502.0,1913620800.0
2018-01-15,'603039,·ºÎ¢ÍøÂç,71.58,75.58,70.12,70.57,70.66,0.92,1.302,2.5136,677662,49312388.0,4958339442.0,1929796800.0
2018-01-12,'603039,·ºÎ¢ÍøÂç,70.66,72.96,70.0,72.96,72.77,-2.11,-2.8995,2.6577,443042,31431424.0,4894611134.0,1177902200.0
2018-01-11,'603039,·ºÎ¢ÍøÂç,72.77,75.5,72.1,75.5,74.36,-1.59,-2.1382,3.4349,572598,42192291.0,5040770623.0,1213075900.0
2018-01-10,'603039,·ºÎ¢ÍøÂç,74.36,77.88,70.14,70.4,70.94,3.42,4.821,6.5326,1088990,81272720.0,5150909764.0,1239581200.0
2018-01-09,'603039,·ºÎ¢ÍøÂç,70.94,71.22,69.5,69.8,70.99,-0.05,-0.0704,2.833,472267,33185345.0,4914006706.0,1182569800.0
2018-01-08,'603039,·ºÎ¢ÍøÂç,70.99,71.48,65.6,66.33,66.8,4.19,6.2725,6.2448,1041003,72909366.0,4917470201.0,1183403300.0
2018-01-05,'603039,·ºÎ¢ÍøÂç,66.8,67.03,65.01,65.01,65.39,1.41,2.1563,2.8917,482043,32017264.0,4627229320.0,1113556000.0
2018-01-04,'603039,·ºÎ¢ÍøÂç,65.39,65.47,63.0,63.0,63.05,2.34,3.7113,2.9966,499536,32314458.0,4529558761.0,1090051300.0
2018-01-03,'603039,·ºÎ¢ÍøÂç,63.05,64.79,62.68,64.46,64.03,-0.98,-1.5305,1.4715,245300,15548376.0,4367467195.0,1051043500.0
2018-01-02,'603039,·ºÎ¢ÍøÂç,64.03,65.5,63.7,63.7,63.69,0.34,0.5338,1.7229,287200,18537012.0,4435351697.0,1067380100.0
2017-12-29,'603039,·ºÎ¢ÍøÂç,63.69,65.9,62.49,65.0,64.45,-0.76,-1.1792,1.8164,302793,19261331.0,4411799931.0,1061712300.0
