日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-01-24,'002916,深南电路,79.59,82.8,77.8,77.8,79.55,0.04,0.0503,24.1888,16932150,1355822500.42,22285200000.0,5571300000.0
2018-01-23,'002916,深南电路,79.55,80.7,72.32,73.45,73.4,6.15,8.3787,28.8182,20172740,1541526239.24,22274000000.0,5568500000.0
2018-01-22,'002916,深南电路,73.4,78.97,73.24,78.8,81.38,-7.98,-9.8058,25.6469,17952857,1345809568.75,20552000000.0,5138000000.0
2018-01-19,'002916,深南电路,81.38,83.35,80.01,80.97,79.91,1.47,1.8396,19.0156,13310938,1084904245.14,22786400000.0,5696600000.0
2018-01-18,'002916,深南电路,79.91,82.73,79.8,82.0,83.8,-3.89,-4.642,21.4025,14981758,1213874214.15,22374800000.0,5593700000.0
2018-01-17,'002916,深南电路,83.8,86.68,81.11,83.0,82.15,1.65,2.0085,24.7638,17334683,1455976167.23,23464000000.0,5866000000.0
2018-01-16,'002916,深南电路,82.15,84.5,80.35,82.0,84.71,-2.56,-3.0221,27.8512,19495805,1602897274.18,23002000000.0,5750500000.0
2018-01-15,'002916,深南电路,84.71,96.88,84.64,95.3,94.04,-9.33,-9.9213,37.65,26354980,2385099344.09,23718800000.0,5929700000.0
2018-01-12,'002916,深南电路,94.04,100.0,94.04,95.0,96.1,-2.06,-2.1436,30.262,21183371,2052320430.96,26331200000.0,6582800000.0
2018-01-11,'002916,深南电路,96.1,102.5,93.0,93.54,95.0,1.1,1.1579,37.9008,26530546,2586440766.54,26908000000.0,6727000000.0
2018-01-10,'002916,深南电路,95.0,97.85,90.02,90.08,92.24,2.76,2.9922,32.0488,22434182,2126405964.75,26600000000.0,6650000000.0
2018-01-09,'002916,深南电路,92.24,97.44,92.06,96.61,99.0,-6.76,-6.8283,32.777,22943895,2160253669.33,25827200000.0,6456800000.0
2018-01-08,'002916,深南电路,99.0,102.0,94.08,95.94,92.8,6.2,6.681,39.7342,27813970,2706073962.15,27720000000.0,6930000000.0
2018-01-05,'002916,深南电路,92.8,103.5,92.61,101.5,95.95,-3.15,-3.283,46.4705,32529340,3152738004.68,25984000000.0,6496000000.0
2018-01-04,'002916,深南电路,95.95,95.95,86.11,87.23,87.23,8.72,9.9966,38.963,27274110,2536362341.78,26866000000.0,6716500000.0
2018-01-03,'002916,深南电路,0.0,0.0,0.0,0.0,87.23,None,None,0.0,0,0.0,24424400000.0,6106100000.0
2018-01-02,'002916,深南电路,0.0,0.0,0.0,0.0,87.23,None,None,0.0,0,0.0,24424400000.0,6106100000.0
2017-12-29,'002916,深南电路,87.23,87.23,83.6,87.0,79.3,7.93,10.0,64.008,44805613,3872659607.25,24424400000.0,6106100000.0
2017-12-28,'002916,深南电路,79.3,79.3,79.3,79.3,72.09,7.21,10.0014,4.2613,2982907,236544525.1,22204000000.0,5551000000.0
2017-12-27,'002916,深南电路,72.09,72.09,72.09,72.09,65.54,6.55,9.9939,0.7385,516917,37264546.53,20185200000.0,5046300000.0
2017-12-26,'002916,深南电路,65.54,65.54,65.54,65.54,59.58,5.96,10.0034,0.6104,427280,28003931.2,18351200000.0,4587800000.0
2017-12-25,'002916,深南电路,59.58,59.58,59.58,59.58,54.16,5.42,10.0074,0.716,501199,29861436.42,16682400000.0,4170600000.0
2017-12-22,'002916,深南电路,54.16,54.16,54.16,54.16,49.24,4.92,9.9919,0.6163,431387,23363919.92,15164800000.0,3791200000.0
2017-12-21,'002916,深南电路,49.24,49.24,49.24,49.24,44.76,4.48,10.0089,0.4366,305646,15050009.04,13787200000.0,3446800000.0
2017-12-20,'002916,深南电路,44.76,44.76,44.76,44.76,40.69,4.07,10.0025,0.1869,130822,5855592.72,12532800000.0,3133200000.0
2017-12-19,'002916,深南电路,40.69,40.69,40.69,40.69,36.99,3.7,10.0027,0.1417,99222,4037343.18,11393200000.0,2848300000.0
2017-12-18,'002916,深南电路,36.99,36.99,36.99,36.99,33.63,3.36,9.9911,0.0463,32395,1198291.05,10357200000.0,2589300000.0
2017-12-15,'002916,深南电路,33.63,33.63,33.63,33.63,30.57,3.06,10.0098,0.0356,24885,836882.55,9416400000.0,2354100000.0
2017-12-14,'002916,深南电路,30.57,30.57,30.57,30.57,27.79,2.78,10.0036,0.0209,14602,446383.14,8559600000.0,2139900000.0
2017-12-13,'002916,N深南,27.79,27.79,23.16,23.16,19.3,8.49,43.9896,0.0427,29866,822337.14,7781200000.0,1945300000.0
