日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-01-24,'603229,奥翔药业,17.11,17.25,16.8,16.99,16.94,0.17,1.0035,2.7608,1104300,18885955.0,2737600000.0,684400000.0
2018-01-23,'603229,奥翔药业,16.94,17.13,16.8,16.82,16.83,0.11,0.6536,2.3663,946500,16045684.0,2710400000.0,677600000.0
2018-01-22,'603229,奥翔药业,16.83,17.16,16.6,17.16,17.3,-0.47,-2.7168,4.4715,1788600,30210939.0,2692800000.0,673200000.0
2018-01-19,'603229,奥翔药业,17.3,18.15,17.27,17.9,18.01,-0.71,-3.9423,6.8174,2726951,48105612.0,2768000000.0,692000000.0
2018-01-18,'603229,奥翔药业,18.01,18.27,17.82,17.82,18.08,-0.07,-0.3872,5.1909,2076340,37492961.0,2881600000.0,720400000.0
2018-01-17,'603229,奥翔药业,18.08,18.36,17.56,17.9,17.95,0.13,0.7242,7.125,2849991,51360354.0,2892800000.0,723200000.0
2018-01-16,'603229,奥翔药业,17.95,18.56,17.61,17.74,18.06,-0.11,-0.6091,9.5016,3800640,68924762.0,2872000000.0,718000000.0
2018-01-15,'603229,奥翔药业,18.06,18.72,17.87,18.65,18.91,-0.85,-4.495,12.741,5096380,92967881.0,2889600000.0,722400000.0
2018-01-12,'603229,奥翔药业,18.91,20.5,18.65,18.8,18.81,0.1,0.5316,24.2685,9707415,188443982.0,3025600000.0,756400000.0
2018-01-11,'603229,奥翔药业,18.81,18.81,16.91,16.91,17.1,1.71,10.0,12.2707,4908276,90425780.0,3009600000.0,752400000.0
2018-01-10,'603229,奥翔药业,17.1,17.5,16.8,17.5,17.58,-0.48,-2.7304,4.198,1679188,28793413.0,2736000000.0,684000000.0
2018-01-09,'603229,奥翔药业,17.58,17.77,17.0,17.0,17.06,0.52,3.0481,5.7537,2301496,40350606.0,2812800000.0,703200000.0
2018-01-08,'603229,奥翔药业,17.06,17.09,16.76,16.84,16.85,0.21,1.2463,2.0462,818488,13858269.0,2729600000.0,682400000.0
2018-01-05,'603229,奥翔药业,16.85,16.91,16.68,16.88,16.87,-0.02,-0.1186,1.5287,611478,10281758.0,2696000000.0,674000000.0
2018-01-04,'603229,奥翔药业,16.87,16.97,16.75,16.85,16.95,-0.08,-0.472,1.2746,509848,8601469.0,2699200000.0,674800000.0
2018-01-03,'603229,奥翔药业,16.95,17.05,16.92,17.05,17.02,-0.07,-0.4113,1.2712,508465,8620456.0,2712000000.0,678000000.0
2018-01-02,'603229,奥翔药业,17.02,17.08,16.9,17.0,16.99,0.03,0.1766,1.2642,505665,8585898.0,2723200000.0,680800000.0
2017-12-29,'603229,奥翔药业,16.99,17.19,16.83,16.91,16.95,0.04,0.236,1.1715,468600,7939125.0,2718400000.0,679600000.0
2017-12-28,'603229,奥翔药业,16.95,17.1,16.6,16.94,16.9,0.05,0.2959,1.9,760016,12858037.0,2712000000.0,678000000.0
2017-12-27,'603229,奥翔药业,16.9,17.34,16.88,17.28,17.49,-0.59,-3.3734,3.3355,1334216,22805604.0,2704000000.0,676000000.0
2017-12-26,'603229,奥翔药业,17.49,17.78,16.71,16.8,17.06,0.43,2.5205,6.1845,2473791,42872358.0,2798400000.0,699600000.0
2017-12-25,'603229,奥翔药业,17.06,17.4,15.92,16.02,16.1,0.96,5.9627,4.4802,1792066,29821661.0,2729600000.0,682400000.0
2017-12-22,'603229,奥翔药业,16.1,16.26,16.0,16.03,16.14,-0.04,-0.2478,0.7494,299740,4829580.0,2576000000.0,644000000.0
2017-12-21,'603229,奥翔药业,16.14,16.33,15.76,15.76,16.21,-0.07,-0.4318,1.048,419200,6744820.0,2582400000.0,645600000.0
2017-12-20,'603229,奥翔药业,16.21,16.48,16.05,16.41,16.49,-0.28,-1.698,1.4378,575120,9341048.0,2593600000.0,648400000.0
2017-12-19,'603229,奥翔药业,16.49,16.53,16.21,16.21,16.32,0.17,1.0417,1.6985,679395,11146322.0,2638400000.0,659600000.0
2017-12-18,'603229,奥翔药业,16.32,16.45,16.17,16.23,16.42,-0.1,-0.609,1.1225,449005,7290709.0,2611200000.0,652800000.0
2017-12-15,'603229,奥翔药业,16.42,16.45,16.06,16.27,16.31,0.11,0.6744,1.5692,627670,10267766.0,2627200000.0,656800000.0
2017-12-14,'603229,奥翔药业,16.31,16.39,16.05,16.25,16.25,0.06,0.3692,1.0652,426072,6919960.0,2609600000.0,652400000.0
2017-12-13,'603229,奥翔药业,16.25,16.4,15.91,15.91,16.1,0.15,0.9317,0.9274,370965,6016545.0,2600000000.0,650000000.0
2017-12-12,'603229,奥翔药业,16.1,16.49,16.0,16.49,16.49,-0.39,-2.3651,1.2963,518500,8403479.0,2576000000.0,644000000.0
2017-12-11,'603229,奥翔药业,16.49,16.55,16.2,16.2,16.35,0.14,0.8563,1.2651,506040,8296822.0,2638400000.0,659600000.0
2017-12-08,'603229,奥翔药业,16.35,16.36,15.86,15.97,15.97,0.38,2.3795,1.3314,532553,8644215.0,2616000000.0,654000000.0
2017-12-07,'603229,奥翔药业,15.97,16.17,15.9,16.09,16.1,-0.13,-0.8075,0.796,318394,5088995.0,2555200000.0,638800000.0
2017-12-06,'603229,奥翔药业,16.1,16.18,15.6,15.63,15.73,0.37,2.3522,1.4529,581154,9230458.0,2576000000.0,644000000.0
2017-12-05,'603229,奥翔药业,15.73,16.68,15.69,16.51,16.59,-0.86,-5.1838,2.5807,1032284,16607718.0,2516800000.0,629200000.0
2017-12-04,'603229,奥翔药业,16.59,17.1,16.55,17.01,17.05,-0.46,-2.6979,2.2065,882610,14761743.0,2654400000.0,663600000.0
2017-12-01,'603229,奥翔药业,17.05,17.09,16.72,17.0,16.9,0.15,0.8876,1.3819,552740,9388707.0,2728000000.0,682000000.0
2017-11-30,'603229,奥翔药业,16.9,17.11,16.6,16.83,16.89,0.01,0.0592,1.0188,407500,6892609.0,2704000000.0,676000000.0
2017-11-29,'603229,奥翔药业,16.89,17.15,16.62,17.15,17.15,-0.26,-1.516,1.2388,495505,8359740.0,2702400000.0,675600000.0
2017-11-28,'603229,奥翔药业,17.15,17.2,16.55,16.55,16.81,0.34,2.0226,1.2823,512900,8750072.0,2744000000.0,686000000.0
2017-11-27,'603229,奥翔药业,16.81,17.06,16.73,16.88,16.91,-0.1,-0.5914,1.2467,498665,8433556.0,2689600000.0,672400000.0
2017-11-24,'603229,奥翔药业,16.91,17.23,16.68,16.76,16.87,0.04,0.2371,0.9487,379460,6415588.0,2705600000.0,676400000.0
2017-11-23,'603229,奥翔药业,16.87,17.48,16.8,17.4,17.45,-0.58,-3.3238,1.9954,798170,13680539.0,2699200000.0,674800000.0
2017-11-22,'603229,奥翔药业,17.45,17.77,17.25,17.35,17.31,0.14,0.8088,2.1103,844100,14782959.0,2792000000.0,698000000.0
2017-11-21,'603229,奥翔药业,17.31,17.89,17.03,17.79,17.79,-0.48,-2.6981,2.388,955200,16691723.0,2769600000.0,692400000.0
2017-11-20,'603229,奥翔药业,17.79,17.87,16.7,17.6,17.68,0.11,0.6222,2.0814,832565,14497752.0,2846400000.0,711600000.0
2017-11-17,'603229,奥翔药业,17.68,19.0,17.6,19.0,19.0,-1.32,-6.9474,5.8793,2351700,42729301.0,2828800000.0,707200000.0
2017-11-16,'603229,奥翔药业,19.0,19.4,18.92,19.25,19.26,-0.26,-1.3499,2.5565,1022600,19630916.0,3040000000.0,760000000.0
2017-11-15,'603229,奥翔药业,19.26,19.56,19.1,19.33,19.36,-0.1,-0.5165,2.701,1080395,20882317.0,3081600000.0,770400000.0
2017-11-14,'603229,奥翔药业,19.36,19.92,19.26,19.91,19.91,-0.55,-2.7624,4.6862,1874492,36691781.0,3097600000.0,774400000.0
2017-11-13,'603229,奥翔药业,19.91,20.12,19.85,20.12,20.09,-0.18,-0.896,3.5433,1417314,28238389.0,3185600000.0,796400000.0
2017-11-10,'603229,奥翔药业,20.09,20.3,20.02,20.26,20.22,-0.13,-0.6429,3.5051,1402059,28259214.0,3214400000.0,803600000.0
2017-11-09,'603229,奥翔药业,20.22,20.32,19.7,19.7,19.96,0.26,1.3026,4.2228,1689100,33659802.0,3235200000.0,808800000.0
2017-11-08,'603229,奥翔药业,19.96,20.33,19.91,20.29,20.31,-0.35,-1.7233,5.4097,2163875,43573457.0,3193600000.0,798400000.0
2017-11-07,'603229,奥翔药业,20.31,20.32,19.9,20.09,20.19,0.12,0.5944,4.5485,1819400,36583800.0,3249600000.0,812400000.0
2017-11-06,'603229,奥翔药业,20.19,20.2,19.69,19.95,19.75,0.44,2.2278,4.645,1857995,37209654.0,3230400000.0,807600000.0
2017-11-03,'603229,奥翔药业,19.75,20.0,19.53,19.91,20.03,-0.28,-1.3979,4.5599,1823970,36058296.0,3160000000.0,790000000.0
2017-11-02,'603229,奥翔药业,20.03,20.21,19.5,19.5,19.5,0.53,2.7179,9.2677,3707073,73989765.0,3204800000.0,801200000.0
2017-11-01,'603229,奥翔药业,19.5,19.51,19.0,19.25,19.26,0.24,1.2461,4.621,1848412,35669200.0,3120000000.0,780000000.0
2017-10-31,'603229,奥翔药业,19.26,19.27,18.66,19.1,19.39,-0.13,-0.6704,5.8293,2331710,44382041.0,3081600000.0,770400000.0
