ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-01-24,'300629,ÐÂ¾¢¸Õ,51.76,52.5,50.5,51.5,52.73,-0.97,-1.8396,13.6135,2268915,117213133.6,3450668392.0,862668392.0
2018-01-23,'300629,ÐÂ¾¢¸Õ,52.73,52.89,47.63,50.24,50.16,2.57,5.1236,19.8943,3315726,164637796.13,3515335091.0,878835091.0
2018-01-22,'300629,ÐÂ¾¢¸Õ,50.16,54.5,49.9,52.0,51.18,-1.02,-1.993,23.7209,3953491,209092567.43,3344001672.0,836001672.0
2018-01-19,'300629,ÐÂ¾¢¸Õ,51.18,51.18,46.65,46.97,46.53,4.65,9.9936,9.7165,1619426,80965382.84,3412001706.0,853001706.0
2018-01-18,'300629,ÐÂ¾¢¸Õ,46.53,50.0,45.73,47.0,50.81,-4.28,-8.4235,13.5028,2250467,105712231.87,3102001551.0,775501551.0
2018-01-17,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2018-01-16,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2018-01-15,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2018-01-12,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2018-01-11,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2018-01-10,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2018-01-09,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2018-01-08,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2018-01-05,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2018-01-04,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2018-01-03,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2018-01-02,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2017-12-29,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2017-12-28,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2017-12-27,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2017-12-26,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2017-12-25,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2017-12-22,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2017-12-21,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2017-12-20,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2017-12-19,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2017-12-18,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,50.81,None,None,0.0,0,0.0,3387335027.0,846835027.0
2017-12-15,'300629,ÐÂ¾¢¸Õ,50.81,52.1,50.41,50.41,50.21,0.6,1.195,11.2487,1874793,96394684.3,3387335027.0,846835027.0
2017-12-14,'300629,ÐÂ¾¢¸Õ,50.21,50.66,49.4,50.1,50.55,-0.34,-0.6726,7.068,1178005,58981555.8,3347335007.0,836835007.0
2017-12-13,'300629,ÐÂ¾¢¸Õ,50.55,50.97,49.1,50.4,50.97,-0.42,-0.824,11.7208,1953468,98085569.64,3370001685.0,842501685.0
2017-12-12,'300629,ÐÂ¾¢¸Õ,50.97,51.0,48.12,48.53,49.2,1.77,3.5976,14.2496,2374937,118448262.84,3398001699.0,849501699.0
2017-12-11,'300629,ÐÂ¾¢¸Õ,49.2,50.27,48.4,50.06,50.07,-0.87,-1.7376,11.2832,1880532,92632705.2,3280001640.0,820001640.0
2017-12-08,'300629,ÐÂ¾¢¸Õ,50.07,50.2,48.47,50.1,49.5,0.57,1.1515,12.6538,2108977,104570685.12,3338001669.0,834501669.0
2017-12-07,'300629,ÐÂ¾¢¸Õ,49.5,52.0,48.23,48.64,49.32,0.18,0.365,17.0215,2836920,142453000.05,3300001650.0,825001650.0
2017-12-06,'300629,ÐÂ¾¢¸Õ,49.32,49.79,47.28,49.0,48.1,1.22,2.5364,18.1134,3018905,146517206.9,3288001644.0,822001644.0
2017-12-05,'300629,ÐÂ¾¢¸Õ,48.1,48.1,44.02,44.02,43.73,4.37,9.9931,6.7904,1131730,53884714.0,3206668270.0,801668270.0
2017-12-04,'300629,ÐÂ¾¢¸Õ,43.73,46.55,43.01,46.54,46.72,-2.99,-6.3998,6.6501,1108350,49780398.5,2915334791.0,728834791.0
2017-12-01,'300629,ÐÂ¾¢¸Õ,46.72,46.89,45.91,46.15,46.45,0.27,0.5813,5.0604,843405,39130113.5,3114668224.0,778668224.0
2017-11-30,'300629,ÐÂ¾¢¸Õ,46.45,48.1,45.5,45.58,46.25,0.2,0.4324,9.5703,1595057,74908314.63,3096668215.0,774168215.0
2017-11-29,'300629,ÐÂ¾¢¸Õ,46.25,46.95,43.95,44.4,44.14,2.11,4.7802,11.0166,1836107,84424418.74,3083334875.0,770834875.0
2017-11-28,'300629,ÐÂ¾¢¸Õ,44.14,44.27,43.08,43.32,42.94,1.2,2.7946,5.9448,990800,43416945.0,2942668138.0,735668138.0
2017-11-27,'300629,ÐÂ¾¢¸Õ,42.94,45.16,42.8,44.45,44.6,-1.66,-3.722,5.6151,935850,40918883.0,2862668098.0,715668098.0
2017-11-24,'300629,ÐÂ¾¢¸Õ,44.6,46.17,44.04,44.81,45.51,-0.91,-1.9996,6.6147,1102450,49692710.0,2973334820.0,743334820.0
2017-11-23,'300629,ÐÂ¾¢¸Õ,45.51,48.38,45.51,47.15,48.32,-2.81,-5.8154,9.2443,1540720,72322535.0,3034001517.0,758501517.0
2017-11-22,'300629,ÐÂ¾¢¸Õ,48.32,49.14,46.31,47.03,47.5,0.82,1.7263,11.8837,1980620,94996413.0,3221334944.0,805334944.0
2017-11-21,'300629,ÐÂ¾¢¸Õ,47.5,48.64,45.02,46.98,47.0,0.5,1.0638,9.645,1607500,75913678.0,3166668250.0,791668250.0
2017-11-20,'300629,ÐÂ¾¢¸Õ,47.0,47.48,44.0,46.6,46.97,0.03,0.0639,9.5797,1596620,73683606.5,3133334900.0,783334900.0
2017-11-17,'300629,ÐÂ¾¢¸Õ,46.97,51.3,46.97,50.05,52.19,-5.22,-10.0019,18.2037,3033950,147532276.3,3131334899.0,782834899.0
2017-11-16,'300629,ÐÂ¾¢¸Õ,52.19,57.78,52.19,57.78,57.99,-5.8,-10.0017,20.4245,3404098,183666063.14,3479335073.0,869835073.0
2017-11-15,'300629,ÐÂ¾¢¸Õ,57.99,58.94,56.0,56.0,57.88,0.11,0.19,18.4434,3073901,177609308.37,3866001933.0,966501933.0
2017-11-14,'300629,ÐÂ¾¢¸Õ,57.88,60.56,57.63,57.99,59.0,-1.12,-1.8983,24.239,4039840,237685240.26,3858668596.0,964668596.0
2017-11-13,'300629,ÐÂ¾¢¸Õ,59.0,59.1,55.23,56.66,56.5,2.5,4.4248,21.4159,3569331,203207406.61,3933335300.0,983335300.0
2017-11-10,'300629,ÐÂ¾¢¸Õ,56.5,59.9,56.48,57.2,57.74,-1.24,-2.1476,22.5727,3762120,218485959.4,3766668550.0,941668550.0
2017-11-09,'300629,ÐÂ¾¢¸Õ,57.74,58.3,56.27,57.12,57.7,0.04,0.0693,22.2975,3716260,213075064.0,3849335258.0,962335258.0
2017-11-08,'300629,ÐÂ¾¢¸Õ,57.7,60.1,55.85,56.4,58.09,-0.39,-0.6714,36.5037,6083958,349645519.04,3846668590.0,961668590.0
2017-11-07,'300629,ÐÂ¾¢¸Õ,58.09,58.09,53.02,53.85,52.81,5.28,9.9981,38.4097,6401625,355343944.68,3872668603.0,968168603.0
2017-11-06,'300629,ÐÂ¾¢¸Õ,52.81,52.91,50.4,51.1,50.4,2.41,4.7817,14.7191,2453191,127361973.09,3520668427.0,880168427.0
2017-11-03,'300629,ÐÂ¾¢¸Õ,50.4,51.99,49.81,51.39,51.6,-1.2,-2.3256,12.2948,2049140,103991666.4,3360001680.0,840001680.0
2017-11-02,'300629,ÐÂ¾¢¸Õ,51.6,52.17,50.8,51.98,52.53,-0.93,-1.7704,13.8757,2312620,119132774.4,3440001720.0,860001720.0
2017-11-01,'300629,ÐÂ¾¢¸Õ,52.53,53.28,50.17,50.88,50.44,2.09,4.1435,23.1981,3866360,201318492.25,3502001751.0,875501751.0
2017-10-31,'300629,ÐÂ¾¢¸Õ,50.44,50.8,49.36,49.76,49.9,0.54,1.0822,10.9985,1833092,91795420.95,3362668348.0,840668348.0
2017-10-30,'300629,ÐÂ¾¢¸Õ,49.9,52.2,48.64,52.1,52.5,-2.6,-4.9524,17.5017,2916960,146425242.5,3326668330.0,831668330.0
2017-10-27,'300629,ÐÂ¾¢¸Õ,52.5,55.28,52.31,53.91,54.39,-1.89,-3.4749,17.2802,2880036,154921955.3,3500001750.0,875001750.0
2017-10-26,'300629,ÐÂ¾¢¸Õ,54.39,55.0,52.26,53.99,55.18,-0.79,-1.4317,22.7551,3792524,203229605.03,3626001813.0,906501813.0
2017-10-25,'300629,ÐÂ¾¢¸Õ,55.18,55.76,52.8,54.42,54.42,0.76,1.3965,23.0466,3841104,208499384.97,3678668506.0,919668506.0
2017-10-24,'300629,ÐÂ¾¢¸Õ,54.42,60.7,53.96,59.4,59.95,-5.53,-9.2244,31.871,5311836,300848865.2,3628001814.0,907001814.0
2017-10-23,'300629,ÐÂ¾¢¸Õ,59.95,61.14,57.8,58.6,64.15,-4.2,-6.5472,36.2031,6033869,358226065.6,3996668665.0,999168665.0
2017-10-20,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,64.15,None,None,0.0,0,0.0,4276668805.0,1069168805.0
2017-10-19,'300629,ÐÂ¾¢¸Õ,0.0,0.0,0.0,0.0,64.15,None,None,0.0,0,0.0,4276668805.0,1069168805.0
