ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-01-24,'603127,ÕÑÑÜÐÂÒ©,57.67,57.69,56.4,56.61,57.2,0.47,0.8217,3.6134,740753,42233907.0,4717406000.0,1182235000.0
2018-01-23,'603127,ÕÑÑÜÐÂÒ©,57.2,57.58,56.65,56.94,56.65,0.55,0.9709,2.4565,503587,28818029.0,4678960000.0,1172600000.0
2018-01-22,'603127,ÕÑÑÜÐÂÒ©,56.65,57.85,55.6,56.67,56.53,0.12,0.2123,2.5177,516138,29236980.0,4633970000.0,1161325000.0
2018-01-19,'603127,ÕÑÑÜÐÂÒ©,56.53,58.29,56.39,57.02,56.91,-0.38,-0.6677,2.8363,581451,33299672.0,4624154000.0,1158865000.0
2018-01-18,'603127,ÕÑÑÜÐÂÒ©,56.91,57.99,55.23,55.99,56.07,0.84,1.4981,4.2156,864200,49209678.0,4655238000.0,1166655000.0
2018-01-17,'603127,ÕÑÑÜÐÂÒ©,56.07,56.25,53.2,54.65,54.5,1.57,2.8807,3.6675,751842,41358747.0,4586526000.0,1149435000.0
2018-01-16,'603127,ÕÑÑÜÐÂÒ©,54.5,54.6,51.46,52.03,52.03,2.47,4.7473,3.5788,733655,39270646.0,4458100000.0,1117250000.0
2018-01-15,'603127,ÕÑÑÜÐÂÒ©,52.03,56.99,52.0,56.5,56.7,-4.67,-8.2363,5.167,1059243,56960534.0,4256054000.0,1066615000.0
2018-01-12,'603127,ÕÑÑÜÐÂÒ©,56.7,57.87,56.5,57.03,57.53,-0.83,-1.4427,3.1756,650997,37228721.0,4638060000.0,1162350000.0
2018-01-11,'603127,ÕÑÑÜÐÂÒ©,57.53,58.28,55.55,56.5,56.82,0.71,1.2496,4.0406,828328,47351323.0,4705954000.0,1179365000.0
2018-01-10,'603127,ÕÑÑÜÐÂÒ©,56.82,58.69,56.0,58.12,58.98,-2.16,-3.6623,6.2646,1284235,73212920.0,4647876000.0,1164810000.0
2018-01-09,'603127,ÕÑÑÜÐÂÒ©,58.98,59.76,56.8,57.73,57.72,1.26,2.183,7.9319,1626043,95130398.0,4824564000.0,1209090000.0
2018-01-08,'603127,ÕÑÑÜÐÂÒ©,57.72,57.86,55.75,55.75,55.43,2.29,4.1313,7.075,1450382,82519743.0,4721496000.0,1183260000.0
2018-01-05,'603127,ÕÑÑÜÐÂÒ©,55.43,55.97,54.8,55.53,55.32,0.11,0.1988,2.9977,614532,34042128.0,4534174000.0,1136315000.0
2018-01-04,'603127,ÕÑÑÜÐÂÒ©,55.32,56.36,54.8,55.84,55.86,-0.54,-0.9667,3.7379,766272,42461279.0,4525176000.0,1134060000.0
2018-01-03,'603127,ÕÑÑÜÐÂÒ©,55.86,56.9,55.75,56.18,56.77,-0.91,-1.603,4.9083,1006201,56631741.0,4569348000.0,1145130000.0
2018-01-02,'603127,ÕÑÑÜÐÂÒ©,56.77,58.36,55.98,56.0,55.53,1.24,2.233,6.4319,1318548,75194474.0,4643786000.0,1163785000.0
2017-12-29,'603127,ÕÑÑÜÐÂÒ©,55.53,55.7,53.48,53.68,54.02,1.51,2.7953,5.1267,1050972,57387642.0,4542354000.0,1138365000.0
2017-12-28,'603127,ÕÑÑÜÐÂÒ©,54.02,55.9,53.85,54.19,54.15,-0.13,-0.2401,5.7189,1172365,64319741.0,4418836000.0,1107410000.0
2017-12-27,'603127,ÕÑÑÜÐÂÒ©,54.15,55.99,54.03,55.23,55.65,-1.5,-2.6954,5.7232,1173247,64508399.0,4429470000.0,1110075000.0
2017-12-26,'603127,ÕÑÑÜÐÂÒ©,55.65,56.6,53.91,54.42,54.87,0.78,1.4215,8.4676,1735859,96557670.0,4552170000.0,1140825000.0
