ศีฦฺ,นษฦฑด๚ย๋,ร๛ณฦ,สีลฬผÛ,ื๎ธ฿ผÛ,ื๎ตอผÛ,ฟชลฬผÛ,วฐสีลฬ,ีวต๘ถ๎,ีวต๘ท๙,ปปสึยส,ณษฝปมฟ,ณษฝปฝ๐ถ๎,ืÜสะึต,ม๗อจสะึต
2018-01-05,'002878,ิชยกัลอผ,36.15,36.79,36.06,36.5,36.4,-0.25,-0.6868,3.5801,674498,24536032.56,2769281595.0,681066000.0
2018-01-04,'002878,ิชยกัลอผ,36.4,37.0,36.29,36.71,36.65,-0.25,-0.6821,3.8881,732510,26778045.9,2788432920.0,685776000.0
2018-01-03,'002878,ิชยกัลอผ,36.65,36.91,36.29,36.88,36.84,-0.19,-0.5157,4.1576,783300,28635300.0,2807584245.0,690486000.0
2018-01-02,'002878,ิชยกัลอผ,36.84,37.1,36.37,36.88,36.89,-0.05,-0.1355,4.5196,851500,31245507.0,2822139252.0,694065600.0
2017-12-29,'002878,ิชยกัลอผ,36.89,37.43,36.85,36.93,37.3,-0.41,-1.0992,6.6874,1259900,46704544.0,2825969517.0,695007600.0
2017-12-28,'002878,ิชยกัลอผ,37.3,37.32,35.52,35.91,36.08,1.22,3.3814,8.6125,1622600,59339433.0,2857377690.0,702732000.0
2017-12-27,'002878,ิชยกัลอผ,36.08,36.71,35.88,36.33,36.74,-0.66,-1.7964,6.6423,1251400,45340950.0,2763919224.0,679747200.0
2017-12-26,'002878,ิชยกัลอผ,36.74,36.97,34.85,35.0,35.01,1.73,4.9414,10.1354,1909500,69289002.0,2814478722.0,692181600.0
2017-12-25,'002878,ิชยกัลอผ,35.01,35.07,34.18,34.69,34.55,0.46,1.3314,4.1226,776700,26880543.0,2681951553.0,659588400.0
2017-12-22,'002878,ิชยกัลอผ,34.55,35.44,34.51,35.0,35.04,-0.49,-1.3984,3.2755,617100,21587483.0,2646713115.0,650922000.0
2017-12-21,'002878,ิชยกัลอผ,35.04,35.11,33.95,34.44,34.59,0.45,1.301,4.3238,814600,28217910.0,2684249712.0,660153600.0
2017-12-20,'002878,ิชยกัลอผ,34.59,35.52,34.5,35.31,35.48,-0.89,-2.5085,3.6667,690800,24061215.0,2649777327.0,651675600.0
2017-12-19,'002878,ิชยกัลอผ,35.48,35.85,35.05,35.22,35.36,0.12,0.3394,3.569,672400,23810489.0,2717956044.0,668443200.0
2017-12-18,'002878,ิชยกัลอผ,35.36,35.52,34.8,35.1,35.2,0.16,0.4545,3.4268,645600,22730747.0,2708763408.0,666182400.0
2017-12-15,'002878,ิชยกัลอผ,35.2,35.7,34.71,35.7,35.71,-0.51,-1.4282,5.3636,1010500,35593762.0,2696506560.0,663168000.0
2017-12-14,'002878,ิชยกัลอผ,35.71,35.89,34.66,34.8,34.94,0.77,2.2038,6.5265,1229598,43635574.0,2735575263.0,672776400.0
2017-12-13,'002878,ิชยกัลอผ,34.94,35.3,34.0,34.23,33.99,0.95,2.7949,4.9794,938121,32699132.73,2676589182.0,658269600.0
2017-12-12,'002878,ิชยกัลอผ,33.99,35.66,33.97,35.4,35.66,-1.67,-4.6831,7.1445,1346021,46391086.0,2603814147.0,640371600.0
2017-12-11,'002878,ิชยกัลอผ,35.66,35.95,35.3,35.49,35.5,0.16,0.4507,4.6983,885153,31480094.45,2731744998.0,671834400.0
2017-12-08,'002878,ิชยกัลอผ,35.5,35.88,34.5,34.67,34.67,0.83,2.394,5.4214,1021400,36244521.0,2719488150.0,668820000.0
2017-12-07,'002878,ิชยกัลอผ,34.67,35.33,34.05,34.38,34.39,0.28,0.8142,5.6481,1064100,37029317.0,2655905751.0,653182800.0
2017-12-06,'002878,ิชยกัลอผ,34.39,34.61,33.0,33.7,32.94,1.45,4.4019,7.6852,1447900,49225466.0,2634456267.0,647907600.0
2017-12-05,'002878,ิชยกัลอผ,32.94,35.6,32.2,34.36,34.89,-1.95,-5.589,8.3827,1579300,53958589.0,2523378582.0,620589600.0
2017-12-04,'002878,ิชยกัลอผ,34.89,37.25,34.7,37.2,37.74,-2.85,-7.5517,11.8742,2237100,80310663.0,2672758917.0,657327600.0
2017-12-01,'002878,ิชยกัลอผ,37.74,37.94,37.02,37.2,37.24,0.5,1.3426,6.2176,1171400,44108869.0,2891084022.0,711021600.0
2017-11-30,'002878,ิชยกัลอผ,37.24,37.98,36.57,37.01,37.15,0.09,0.2423,7.0324,1324900,49619269.0,2852781372.0,701601600.0
2017-11-29,'002878,ิชยกัลอผ,37.15,37.45,35.8,37.39,37.39,-0.24,-0.6419,7.9055,1489400,54844259.0,2845886895.0,699906000.0
2017-11-28,'002878,ิชยกัลอผ,37.39,37.65,36.08,36.14,35.9,1.49,4.1504,8.9766,1691200,62567551.0,2864272167.0,704427600.0
2017-11-27,'002878,ิชยกัลอผ,35.9,37.88,35.6,37.88,38.03,-2.13,-5.6008,9.8986,1864900,68189444.0,2750130270.0,676356000.0
2017-11-24,'002878,ิชยกัลอผ,38.03,38.9,37.72,38.34,38.58,-0.55,-1.4256,7.9321,1494400,57165607.0,2913299559.0,716485200.0
2017-11-23,'002878,ิชยกัลอผ,38.58,40.3,38.58,39.25,39.53,-0.95,-2.4032,10.0297,1889600,74820661.0,2907388800.0,726847200.0
2017-11-22,'002878,ิชยกัลอผ,39.53,40.85,38.73,40.22,40.3,-0.77,-1.9107,12.6012,2374061,94483817.08,2978980800.0,744745200.0
2017-11-21,'002878,ิชยกัลอผ,40.3,42.41,39.0,42.0,42.48,-2.18,-5.1318,21.034,3962812,161144774.19,3037008000.0,759252000.0
2017-11-20,'002878,ิชยกัลอผ,42.48,42.98,40.0,42.5,42.28,0.2,0.473,14.5714,2745261,114705611.05,3201292800.0,800323200.0
2017-11-17,'002878,ิชยกัลอผ,42.28,46.4,42.28,45.91,46.98,-4.7,-10.0043,25.6744,4837061,212551366.95,3186220800.0,796555200.0
2017-11-16,'002878,ิชยกัลอผ,46.98,51.89,46.98,50.95,51.6,-4.62,-8.9535,31.2351,5884700,290206491.0,3540412800.0,885103200.0
2017-11-15,'002878,ิชยกัลอผ,51.6,52.44,48.05,50.03,50.23,1.37,2.7275,35.336,6657300,337800101.0,3888576000.0,972144000.0
2017-11-14,'002878,ิชยกัลอผ,50.23,53.62,50.1,51.0,49.98,0.25,0.5002,45.8841,8644572,446276618.22,3785332800.0,946333200.0
2017-11-13,'002878,ิชยกัลอผ,49.98,49.98,44.99,44.99,45.44,4.54,9.9912,32.6156,6144774,294579679.16,3766492800.0,941623200.0
2017-11-10,'002878,ิชยกัลอผ,45.44,49.61,45.44,46.08,45.1,0.34,0.7539,35.6644,6719174,317198020.41,3424358400.0,856089600.0
2017-11-09,'002878,ิชยกัลอผ,45.1,45.1,43.1,43.21,43.8,1.3,2.968,18.1163,3413120,150572851.78,3398736000.0,849684000.0
2017-11-08,'002878,ิชยกัลอผ,43.8,44.58,42.86,42.91,43.24,0.56,1.2951,16.2873,3068521,134866716.97,3300768000.0,825192000.0
2017-11-07,'002878,ิชยกัลอผ,43.24,44.1,42.31,44.1,44.01,-0.77,-1.7496,11.0494,2081699,89376154.76,3258566400.0,814641600.0
2017-11-06,'002878,ิชยกัลอผ,44.01,44.33,43.02,43.25,42.85,1.16,2.7071,14.2335,2681600,117327529.0,3316593600.0,829148400.0
2017-11-03,'002878,ิชยกัลอผ,42.85,43.37,42.18,42.19,42.53,0.32,0.7524,9.6959,1826700,78151374.0,3229176000.0,807294000.0
2017-11-02,'002878,ิชยกัลอผ,42.53,43.7,42.11,42.6,42.66,-0.13,-0.3047,11.8976,2241500,96244163.02,3205060800.0,801265200.0
2017-11-01,'002878,ิชยกัลอผ,42.66,43.0,41.0,41.41,41.57,1.09,2.6221,11.5599,2177878,91763193.25,3214857600.0,803714400.0
2017-10-31,'002878,ิชยกัลอผ,41.57,41.83,40.68,40.87,40.92,0.65,1.5885,8.2205,1548741,63827657.3,3132715200.0,783178800.0
2017-10-30,'002878,ิชยกัลอผ,40.92,43.61,40.0,43.56,43.78,-2.86,-6.5327,16.1074,3034638,125818566.4,3083731200.0,770932800.0
2017-10-27,'002878,ิชยกัลอผ,43.78,45.1,43.5,44.8,45.66,-1.88,-4.1174,19.0304,3585321,158445338.19,3299260800.0,824815200.0
2017-10-26,'002878,ิชยกัลอผ,45.66,47.11,42.91,43.13,43.33,2.33,5.3773,27.2636,5136459,231297749.13,3440937600.0,860234400.0
2017-10-25,'002878,ิชยกัลอผ,43.33,43.5,41.58,41.68,41.79,1.54,3.6851,16.9392,3191338,136821623.56,3265348800.0,816337200.0
2017-10-24,'002878,ิชยกัลอผ,41.79,42.18,40.85,41.8,41.94,-0.15,-0.3577,7.7436,1458900,60692432.24,3149294400.0,787323600.0
2017-10-23,'002878,ิชยกัลอผ,41.94,41.94,41.05,41.43,41.43,0.51,1.231,7.5949,1430879,59605554.42,3160598400.0,790149600.0
2017-10-20,'002878,ิชยกัลอผ,41.43,41.75,40.66,41.0,41.2,0.23,0.5583,5.2941,997400,41237078.0,3122164800.0,780541200.0
2017-10-19,'002878,ิชยกัลอผ,41.2,41.44,40.05,41.11,40.9,0.3,0.7335,5.603,1055600,43134233.0,3104832000.0,776208000.0
2017-10-18,'002878,ิชยกัลอผ,40.9,42.2,40.85,41.62,42.04,-1.14,-2.7117,10.6614,2008600,83305184.7,3082224000.0,770556000.0
2017-10-17,'002878,ิชยกัลอผ,42.04,42.37,40.83,41.7,41.9,0.14,0.3341,8.4699,1595738,66570155.34,3168134400.0,792033600.0
2017-10-16,'002878,ิชยกัลอผ,41.9,44.1,41.4,43.6,44.1,-2.2,-4.9887,18.8691,3554945,150457977.4,3157584000.0,789396000.0
2017-10-13,'002878,ิชยกัลอผ,44.1,45.38,42.55,43.05,42.82,1.28,2.9893,25.2961,4765786,211111618.0,3323376000.0,830844000.0
2017-10-12,'002878,ิชยกัลอผ,42.82,43.0,42.02,42.1,42.29,0.53,1.2533,10.4686,1972286,84009985.68,3226915200.0,806728800.0
2017-10-11,'002878,ิชยกัลอผ,42.29,43.0,41.6,42.91,43.01,-0.72,-1.674,11.7367,2211200,93313206.0,3186974400.0,796743600.0
2017-10-10,'002878,ิชยกัลอผ,43.01,43.38,41.08,41.4,41.47,1.54,3.7135,17.1568,3232338,137987833.75,3241233600.0,810308400.0
2017-10-09,'002878,ิชยกัลอผ,41.47,42.16,41.2,42.0,41.2,0.27,0.6553,6.5549,1234949,51449217.81,3125179200.0,781294800.0
2017-09-29,'002878,ิชยกัลอผ,41.2,42.45,40.91,42.28,42.16,-0.96,-2.277,11.6924,2202841,91693246.11,3104832000.0,776208000.0
2017-09-28,'002878,ิชยกัลอผ,42.16,43.4,40.88,41.45,41.29,0.87,2.107,15.4843,2917241,123119884.54,3177177600.0,794294400.0
2017-09-27,'002878,ิชยกัลอผ,41.29,41.61,40.58,40.58,40.88,0.41,1.0029,7.9214,1492400,61362372.0,3111614400.0,777903600.0
2017-09-26,'002878,ิชยกัลอผ,40.88,43.8,40.34,43.08,43.39,-2.51,-5.7847,18.8566,3552575,146952257.9,3080716800.0,770179200.0
2017-09-25,'002878,ิชยกัลอผ,43.39,43.99,41.12,42.0,42.65,0.74,1.7351,20.4963,3861503,166033784.6,3269870400.0,817467600.0
2017-09-22,'002878,ิชยกัลอผ,42.65,43.5,41.6,41.71,41.6,1.05,2.524,18.8124,3544248,151420371.52,3214104000.0,803526000.0
2017-09-21,'002878,ิชยกัลอผ,41.6,42.19,41.42,42.0,42.36,-0.76,-1.7941,9.9225,1869397,78169183.36,3134976000.0,783744000.0
2017-09-20,'002878,ิชยกัลอผ,42.36,42.71,40.43,40.7,40.63,1.73,4.2579,18.3253,3452482,144789252.76,3192249600.0,798062400.0
2017-09-19,'002878,ิชยกัลอผ,40.63,41.44,40.58,41.16,41.0,-0.37,-0.9024,8.3566,1574388,64482889.48,3061876800.0,765469200.0
2017-09-18,'002878,ิชยกัลอผ,41.0,41.46,39.9,40.45,40.96,0.04,0.0977,10.5281,1983500,80577946.0,3089760000.0,772440000.0
2017-09-15,'002878,ิชยกัลอผ,40.96,42.9,40.88,42.64,42.58,-1.62,-3.8046,14.4485,2722103,113377229.33,3086745600.0,771686400.0
2017-09-14,'002878,ิชยกัลอผ,42.58,43.7,42.36,43.01,43.4,-0.82,-1.8894,16.0721,3027982,130017816.0,3208828800.0,802207200.0
2017-09-13,'002878,ิชยกัลอผ,43.4,43.88,42.02,43.0,43.89,-0.49,-1.1164,18.9179,3564140,153273568.03,3270624000.0,817656000.0
2017-09-12,'002878,ิชยกัลอผ,43.89,48.18,43.36,48.18,48.18,-4.29,-8.9041,53.8398,10143414,455024680.18,3307550400.0,826887600.0
2017-09-11,'002878,ิชยกัลอผ,48.18,48.18,43.12,43.4,43.8,4.38,10.0,54.0211,10177571,474391621.36,3630844800.0,907711200.0
2017-09-08,'002878,ิชยกัลอผ,43.8,44.9,42.34,43.0,43.26,0.54,1.2483,29.1309,5488255,239605851.25,3300768000.0,825192000.0
2017-09-07,'002878,ิชยกัลอผ,43.26,44.62,41.5,41.56,42.24,1.02,2.4148,34.8613,6567868,284924118.9,3260073600.0,815018400.0
2017-09-06,'002878,ิชยกัลอผ,42.24,43.26,40.88,43.18,44.01,-1.77,-4.0218,26.5312,4998482,209414055.34,3183206400.0,795801600.0
2017-09-05,'002878,ิชยกัลอผ,44.01,44.8,42.02,42.46,42.0,2.01,4.7857,36.5161,6879631,299076926.31,3316593600.0,829148400.0
2017-09-04,'002878,ิชยกัลอผ,42.0,43.17,41.31,42.74,43.4,-1.4,-3.2258,24.1096,4542255,191287926.81,3165120000.0,791280000.0
2017-09-01,'002878,ิชยกัลอผ,43.4,44.3,42.43,44.13,44.9,-1.5,-3.3408,35.0945,6611800,286599120.53,3270624000.0,817656000.0
2017-08-31,'002878,ิชยกัลอผ,44.9,45.68,42.68,43.37,43.25,1.65,3.815,46.0407,8674066,385615106.97,3383664000.0,845916000.0
2017-08-30,'002878,ิชยกัลอผ,43.25,45.0,42.26,43.02,44.6,-1.35,-3.0269,44.6931,8420177,366397614.11,3259320000.0,814830000.0
2017-08-29,'002878,ิชยกัลอผ,44.6,50.5,44.6,46.85,46.85,-2.25,-4.8026,67.5535,12727079,608589999.27,3361056000.0,840264000.0
2017-08-28,'002878,ิชยกัลอผ,46.85,46.85,42.6,45.0,42.59,4.26,10.0023,47.1649,8885871,401334554.54,3530616000.0,882654000.0
2017-08-25,'002878,ิชยกัลอผ,42.59,42.59,37.5,38.45,38.72,3.87,9.9948,52.4538,9882293,386784072.92,3209582400.0,802395600.0
2017-08-24,'002878,ิชยกัลอผ,38.72,38.72,35.7,35.93,35.2,3.52,10.0,54.7959,10323555,387034683.91,2917939200.0,729484800.0
2017-08-23,'002878,ิชยกัลอผ,35.2,35.2,33.4,33.4,32.0,3.2,10.0,33.6217,6334325,220856465.84,2652672000.0,663168000.0
2017-08-22,'002878,ิชยกัลอผ,32.0,32.2,31.8,31.91,31.86,0.14,0.4394,6.2415,1175900,37615103.0,2411520000.0,602880000.0
2017-08-21,'002878,ิชยกัลอผ,31.86,32.2,31.25,31.33,31.21,0.65,2.0827,6.9083,1301523,41400232.24,2400969600.0,600242400.0
2017-08-18,'002878,ิชยกัลอผ,31.21,31.37,31.12,31.18,31.5,-0.29,-0.9206,3.9156,737700,23031648.0,2351985600.0,587996400.0
2017-08-17,'002878,ิชยกัลอผ,31.5,31.77,31.12,31.3,31.46,0.04,0.1271,4.7956,903500,28511467.0,2373840000.0,593460000.0
2017-08-16,'002878,ิชยกัลอผ,31.46,31.71,30.77,30.82,30.81,0.65,2.1097,8.0976,1525597,47819222.0,2370825600.0,592706400.0
2017-08-15,'002878,ิชยกัลอผ,30.81,31.08,30.52,30.65,30.59,0.22,0.7192,4.9962,941276,29009522.42,2321841600.0,580460400.0
2017-08-14,'002878,ิชยกัลอผ,30.59,30.78,30.07,30.38,30.4,0.19,0.625,5.4837,1033125,31585047.61,2305262400.0,576315600.0
2017-08-11,'002878,ิชยกัลอผ,30.4,31.55,30.25,31.38,32.65,-2.25,-6.8913,9.4519,1780731,55495208.34,2290944000.0,572736000.0
2017-08-10,'002878,ิชยกัลอผ,32.65,32.76,29.9,31.19,31.35,1.3,4.1467,17.2283,3245807,101774215.42,2460504000.0,615126000.0
2017-08-09,'002878,ิชยกัลอผ,31.35,31.73,31.35,31.62,31.62,-0.27,-0.8539,2.7818,524100,16508578.0,2362536000.0,590634000.0
2017-08-08,'002878,ิชยกัลอผ,31.62,31.84,31.37,31.84,31.86,-0.24,-0.7533,3.2132,605366,19108675.34,2382883200.0,595720800.0
2017-08-07,'002878,ิชยกัลอผ,31.86,31.95,31.51,31.6,31.6,0.26,0.8228,4.6899,883582,28062762.14,2400969600.0,600242400.0
2017-08-04,'002878,ิชยกัลอผ,31.6,32.08,31.39,32.0,32.14,-0.54,-1.6801,5.4505,1026866,32533166.5,2381376000.0,595344000.0
2017-08-03,'002878,ิชยกัลอผ,32.14,32.35,31.51,31.71,31.8,0.34,1.0692,7.2023,1356916,43353541.76,2422070400.0,605517600.0
2017-08-02,'002878,ิชยกัลอผ,31.8,32.3,31.26,32.3,31.99,-0.19,-0.5939,6.4919,1223066,38714947.36,2396448000.0,599112000.0
2017-08-01,'002878,ิชยกัลอผ,31.99,31.99,31.44,31.44,31.94,0.05,0.1565,6.7746,1276341,40433232.96,2410766400.0,602691600.0
2017-07-31,'002878,ิชยกัลอผ,31.94,32.29,31.66,32.18,32.14,-0.2,-0.6223,5.8913,1109919,35451452.14,2406998400.0,601749600.0
2017-07-28,'002878,ิชยกัลอผ,32.14,32.88,32.04,32.81,33.12,-0.98,-2.9589,9.6906,1825709,59263755.45,2422070400.0,605517600.0
2017-07-27,'002878,ิชยกัลอผ,33.12,33.43,31.81,32.25,32.44,0.68,2.0962,13.5073,2544768,83167618.56,2495923200.0,623980800.0
2017-07-26,'002878,ิชยกัลอผ,32.44,33.46,32.2,33.46,34.4,-1.96,-5.6977,16.506,3109737,101558989.77,2444678400.0,611169600.0
2017-07-25,'002878,ิชยกัลอผ,34.4,36.18,34.3,34.77,33.45,0.95,2.8401,31.5833,5950299,208310015.01,2592384000.0,648096000.0
2017-07-24,'002878,ิชยกัลอผ,33.45,33.45,31.37,31.71,31.98,1.47,4.5966,9.9158,1868142,60862337.44,2520792000.0,630198000.0
2017-07-21,'002878,ิชยกัลอผ,31.98,31.98,31.25,31.83,31.83,0.15,0.4713,5.2139,982300,31036808.0,2410012800.0,602503200.0
2017-07-20,'002878,ิชยกัลอผ,31.83,32.2,31.56,31.56,31.66,0.17,0.537,5.5003,1036250,33119727.5,2398708800.0,599677200.0
2017-07-19,'002878,ิชยกัลอผ,31.66,31.95,31.24,31.75,31.88,-0.22,-0.6901,5.1928,978315,30979923.0,2385897600.0,596474400.0
2017-07-18,'002878,ิชยกัลอผ,31.88,32.15,31.21,31.46,31.59,0.29,0.918,6.5123,1226916,38972924.9,2402476800.0,600619200.0
2017-07-17,'002878,ิชยกัลอผ,31.59,35.0,31.59,35.0,35.1,-3.51,-10.0,12.4109,2338215,75722839.85,2380622400.0,595155600.0
2017-07-14,'002878,ิชยกัลอผ,35.1,36.23,35.1,36.23,36.26,-1.16,-3.1991,6.9615,1311541,46806319.71,2645136000.0,661284000.0
2017-07-13,'002878,ิชยกัลอผ,36.26,37.37,36.0,36.77,36.85,-0.59,-1.6011,7.5974,1431349,52216854.78,2732553600.0,683138400.0
2017-07-12,'002878,ิชยกัลอผ,36.85,37.0,35.52,35.85,35.83,1.02,2.8468,8.1529,1536009,55637292.03,2777016000.0,694254000.0
2017-07-11,'002878,ิชยกัลอผ,35.83,36.8,35.8,36.49,36.76,-0.93,-2.5299,8.1812,1541346,55924335.2,2700148800.0,675037200.0
2017-07-10,'002878,ิชยกัลอผ,36.76,38.18,36.53,38.1,39.19,-2.43,-6.2006,16.0747,3028478,112846457.92,2770233600.0,692558400.0
2017-07-07,'002878,ิชยกัลอผ,39.19,40.2,38.16,38.36,38.38,0.81,2.1105,24.919,4694742,184198866.73,2953358400.0,738339600.0
2017-07-06,'002878,ิชยกัลอผ,38.38,39.3,37.8,38.01,38.23,0.15,0.3924,18.9556,3571236,137573965.84,2892316800.0,723079200.0
2017-07-05,'002878,ิชยกัลอผ,38.23,38.42,36.81,37.1,37.22,1.01,2.7136,19.5248,3678472,139797230.34,2881012800.0,720253200.0
2017-07-04,'002878,ิชยกัลอผ,37.22,38.0,36.55,36.73,36.76,0.46,1.2514,12.041,2268524,84439733.72,2804899200.0,701224800.0
2017-07-03,'002878,ิชยกัลอผ,36.76,36.97,36.21,36.37,36.81,-0.05,-0.1358,8.9828,1692365,61891826.71,2770233600.0,692558400.0
2017-06-30,'002878,ิชยกัลอผ,36.81,38.4,35.42,35.48,35.58,1.23,3.457,19.3121,3638407,134446012.7,2774001600.0,693500400.0
2017-06-29,'002878,ิชยกัลอผ,35.58,35.98,35.37,35.56,35.57,0.01,0.0281,7.8639,1481555,52867287.84,2681308800.0,670327200.0
2017-06-28,'002878,ิชยกัลอผ,35.57,36.7,35.55,36.51,36.88,-1.31,-3.5521,12.1807,2294849,82502732.44,2680555200.0,670138800.0
2017-06-27,'002878,ิชยกัลอผ,36.88,37.2,36.22,36.66,36.75,0.13,0.3537,15.6281,2944333,108171519.44,2779276800.0,694819200.0
2017-06-26,'002878,ิชยกัลอผ,36.75,36.98,35.84,36.31,36.63,0.12,0.3276,13.6742,2576222,93936879.6,2769480000.0,692370000.0
2017-06-23,'002878,ิชยกัลอผ,36.63,37.99,35.81,37.5,37.93,-1.3,-3.4274,20.7693,3912937,144467044.83,2760436800.0,690109200.0
2017-06-22,'002878,ิชยกัลอผ,37.93,39.56,37.7,39.54,39.3,-1.37,-3.486,26.7461,5038960,193879213.83,2858404800.0,714601200.0
2017-06-21,'002878,ิชยกัลอผ,39.3,40.38,38.46,38.78,38.89,0.41,1.0543,27.1017,5105953,201465422.84,2961648000.0,740412000.0
2017-06-20,'002878,ิชยกัลอผ,38.89,39.85,38.13,38.85,38.75,0.14,0.3613,32.9953,6216310,242359275.33,2930750400.0,732687600.0
2017-06-19,'002878,ิชยกัลอผ,38.75,41.6,38.75,41.0,43.0,-4.25,-9.8837,46.901,8836146,351891575.83,2920200000.0,730050000.0
2017-06-16,'002878,ิชยกัลอผ,43.0,44.69,42.32,44.69,40.63,2.37,5.8331,63.7623,12012822,525239964.99,3240480000.0,810120000.0
2017-06-15,'002878,ิชยกัลอผ,40.63,40.63,40.63,40.63,36.94,3.69,9.9892,1.1794,222200,9027986.0,3061876800.0,765469200.0
2017-06-14,'002878,ิชยกัลอผ,36.94,36.94,36.94,36.94,33.58,3.36,10.006,0.4724,89000,3287660.0,2783798400.0,695949600.0
2017-06-13,'002878,ิชยกัลอผ,33.58,33.58,33.58,33.58,30.53,3.05,9.9902,0.1306,24600,826068.0,2530588800.0,632647200.0
2017-06-12,'002878,ิชยกัลอผ,30.53,30.53,30.53,30.53,27.75,2.78,10.018,0.0881,16600,506798.0,2300740800.0,575185200.0
2017-06-09,'002878,ิชยกัลอผ,27.75,27.75,27.75,27.75,25.23,2.52,9.9881,0.018,3400,94350.0,2091240000.0,522810000.0
2017-06-08,'002878,ิชยกัลอผ,25.23,25.23,25.23,25.23,22.94,2.29,9.9826,0.0276,5200,131196.0,1901332800.0,475333200.0
2017-06-07,'002878,ิชยกัลอผ,22.94,22.94,22.94,22.94,20.85,2.09,10.024,0.0175,3300,75702.0,1728758400.0,432189600.0
2017-06-06,'002878,Nิชยก,20.85,20.85,17.38,17.38,14.48,6.37,43.9917,0.0467,8800,182268.0,1571256000.0,392814000.0
